4.4578 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [2560, 1600]. Using actual size
6.5309 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019640B16E90>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019640B16E30>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000019640BF06D0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([2560, 1600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.5310 	EXP 	window1: backgroundImage = ''
6.5310 	EXP 	window1: backgroundFit = 'none'
6.6553 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.6554 	EXP 	window1: recordFrameIntervals = False
6.7721 	EXP 	window1: recordFrameIntervals = True
6.8938 	EXP 	Screen (0) actual frame rate measured at 89.99Hz
6.8938 	EXP 	window1: recordFrameIntervals = False
8.5649 	EXP 	Foreperiod_task: status = STARTED
8.6178 	EXP 	Created Welcome_Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Welcome_Text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.6206 	EXP 	Created PLUS_FP = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='PLUS_FP', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
8.6217 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
8.6226 	EXP 	Created Photodiode_polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Photodiode_polygon', opacity=1, ori=0.0, pos=array([ 0.735, -0.44 ]), size=array([0.11, 0.11]), units='height', vertices=ndarray(...), win=Window(...))
8.6233 	EXP 	Created Photodiode_plus = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Photodiode_plus', opacity=1, ori=0.0, pos=array([ 0.735, -0.44 ]), size=array([0.11, 0.11]), units='height', vertices=ndarray(...), win=Window(...))
8.6239 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([ 0.  , -0.35]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
8.6246 	EXP 	Created Photodiode_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Photodiode_2', opacity=1, ori=0.0, pos=array([ 0.735, -0.44 ]), size=array([0.11, 0.11]), units='height', vertices=ndarray(...), win=Window(...))
8.6255 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0066 	EXP 	Welcome_Text: autoDraw = True
1.6574 	DATA 	Keypress: space
3.4138 	DATA 	Mouse: Left button down, pos=(1485,1310)
3.4153 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.4156 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.4232 	EXP 	Welcome_Text: autoDraw = False
3.4232 	EXP 	PLUS_FP: autoDraw = True
3.4232 	EXP 	Photodiode_plus: autoDraw = True
3.5795 	DATA 	Mouse:  Left button up, pos=(1485,1310)
3.6234 	EXP 	Photodiode_plus: autoDraw = False
5.4126 	EXP 	PLUS_FP: autoDraw = False
5.4126 	EXP 	polygon: autoDraw = True
5.4126 	EXP 	Photodiode_polygon: autoDraw = True
5.4238 	EXP 	Photodiode_polygon: autoDraw = False
5.8129 	DATA 	Mouse: Left button down, pos=(1485,1310)
5.8234 	EXP 	PLUS_FP: autoDraw = False
5.8234 	EXP 	polygon: autoDraw = False
5.8234 	EXP 	Photodiode_polygon: autoDraw = False
5.8234 	EXP 	Photodiode_plus: autoDraw = False
5.8234 	EXP 	Photodiode_2: autoDraw = True
6.0362 	DATA 	Mouse:  Left button up, pos=(1485,1310)
6.1235 	EXP 	Photodiode_2: autoDraw = False
7.2803 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
7.2903 	EXP 	text: autoDraw = False
7.2903 	EXP 	Photodiode_2: autoDraw = False
7.2903 	EXP 	PLUS_FP: autoDraw = True
7.2903 	EXP 	Photodiode_plus: autoDraw = True
7.4900 	EXP 	Photodiode_plus: autoDraw = False
8.7570 	EXP 	PLUS_FP: autoDraw = False
8.7570 	EXP 	polygon: autoDraw = True
8.7570 	EXP 	Photodiode_polygon: autoDraw = True
8.7680 	EXP 	Photodiode_polygon: autoDraw = False
9.1349 	DATA 	Mouse: Left button down, pos=(1485,1310)
9.1455 	EXP 	PLUS_FP: autoDraw = False
9.1455 	EXP 	polygon: autoDraw = False
9.1455 	EXP 	Photodiode_polygon: autoDraw = False
9.1455 	EXP 	Photodiode_plus: autoDraw = False
9.1455 	EXP 	Photodiode_2: autoDraw = True
9.3695 	DATA 	Mouse:  Left button up, pos=(1485,1310)
9.4457 	EXP 	Photodiode_2: autoDraw = False
10.6800 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
10.6900 	EXP 	text: autoDraw = False
10.6900 	EXP 	Photodiode_2: autoDraw = False
10.6900 	EXP 	PLUS_FP: autoDraw = True
