thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Intertrial_Mouse.x,Intertrial_Mouse.y,Intertrial_Mouse.leftButton,Intertrial_Mouse.midButton,Intertrial_Mouse.rightButton,Intertrial_Mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Mouse.started,Photodiode_2.stopped,Intertrial_Period.stopped,trials_2.Intertrial_Mouse.x,trials_2.Intertrial_Mouse.y,trials_2.Intertrial_Mouse.leftButton,trials_2.Intertrial_Mouse.midButton,trials_2.Intertrial_Mouse.rightButton,trials_2.Intertrial_Mouse.time,text.started,BREAK.started,key_resp_5.started,text_3.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
4,0,4,[-0.7222222222222222],[-0.30648148148148147],[1],[0],[0],[1.7329322998411953],[],[],[],[],[],[],,,,2,0,2,0,4,0,4,0,662.0614888002165,,,,,,,,,,,,662.0457075000741,662.0614888002165,0.0002402001991868019,662.0614888002165,662.2613578997552,663.5280264997855,663.5280264997855,663.5280264997855,663.5447379997931,663.77937249979,1.4715336473279605,task,0.2613986525132348,[-0.7222222222222222],[-0.30648148148148147],[1],[0],[0],[1.7329322998411953],663.7797743999399,663.7946986998431,0.00026369979605078697,664.0946347001009,665.2788701001555,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
5,0,5,[-0.7231481481481481],[-0.30462962962962964],[1],[0],[0],[0.7828207998536527],[],[],[],[],[],[],,,,2,0,2,0,5,0,5,0,665.2946314001456,,,,,,,,,,,,665.2791893999092,665.2946314001456,0.00025769975036382675,665.2946314001456,665.4946948997676,665.7780316001736,665.7780316001736,665.7780316001736,665.7948036999442,666.06281760009,0.5,task,0.2828207998536527,[-0.7231481481481481],[-0.30462962962962964],[1],[0],[0],[0.7828207998536527],666.0632436000742,666.0780397001654,0.0002835998311638832,666.377288499847,667.64538979996,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
6,0,6,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[0.7830558000132442],[],[],[],[],[],[],,,,2,0,2,0,6,0,6,0,667.6613847999834,,,,,,,,,,,,667.6456871000119,667.6613847999834,0.00023069977760314941,667.6613847999834,667.8612790000625,668.1447838000022,668.1447838000022,668.1447838000022,668.161380100064,668.4295661998913,0.5,task,0.28305580001324415,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[0.7830558000132442],668.4299909002148,668.4446209999733,0.00030450010672211647,668.7447310998105,669.8625493999571,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
7,0,7,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[2.29881459986791],[],[],[],[],[],[],,,,2,0,2,0,7,0,7,0,669.878054200206,,,,,,,,,,,,669.8628472997807,669.878054200206,0.00023170001804828644,669.878054200206,670.0781477000564,671.878031599801,671.878031599801,671.878031599801,671.8946619001217,672.1624078000896,2,task,0.29881459986791015,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[2.29881459986791],672.1628764001653,672.1780337002128,0.00033299997448921204,672.4782639001496,673.6285871001892,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
8,0,8,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[1.3166924002580345],[],[],[],[],[],[],,,,2,0,2,0,8,0,8,0,673.6448320997879,,,,,,,,,,,,673.6288513001055,673.6448320997879,0.00021079974249005318,673.6448320997879,673.8446772000752,674.6617348999716,674.6617348999716,674.6617348999716,674.6780182998627,674.9463935000822,1.0187516863114492,task,0.2979407139465853,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[1.3166924002580345],674.9468506001867,674.9615544001572,0.00031640008091926575,675.2613559002057,676.5795784001239,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
9,0,9,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[0.7822230998426676],[],[],[],[],[],[],,,,2,0,2,0,9,0,9,0,676.5947222998366,,,,,,,,,,,,676.5799822998233,676.5947222998366,0.00023300014436244965,676.5947222998366,676.7949367999099,677.0948140998371,677.0948140998371,677.0948140998371,677.1110630999319,677.3629972999915,0.5,task,0.2822230998426676,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[0.7822230998426676],677.3636286999099,677.3773590000346,0.00048709986731410027,677.6779812998138,678.6621409999207,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
10,0,10,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[2.2657155003398657],[],[],[],[],[],[],,,,2,0,2,0,10,0,10,0,678.6779001001269,,,,,,,,,,,,678.662467900198,678.6779001001269,0.000256500206887722,678.6779001001269,678.8785366998054,680.6607977999374,680.6607977999374,680.6607977999374,680.6774793998338,680.9286181000061,2,task,0.2657155003398657,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[2.2657155003398657],680.9288506000303,680.9441494001076,0.0001754998229444027,681.2447592001408,682.3777240999043,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
11,0,11,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[0.7676754998974502],[],[],[],[],[],[],,,,2,0,2,0,11,0,11,0,682.3940301998518,,,,,,,,,,,,682.3778443997726,682.3940301998518,9.200023487210274e-05,682.3940301998518,682.594027900137,682.8781848000363,682.8781848000363,682.8781848000363,682.894726399798,683.1461840001866,0.5,task,0.2676754998974502,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[0.7676754998974502],683.1465853000991,683.1614048001356,0.00026689982041716576,683.4614448999055,684.5787287000567,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
12,0,12,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[2.283009700011462],[],[],[],[],[],[],,,,2,0,2,0,12,0,12,0,684.5946916001849,,,,,,,,,,,,684.5790471001528,684.5946916001849,0.0002538999542593956,684.5946916001849,684.7947017000988,686.577991399914,686.577991399914,686.577991399914,686.5949066998437,686.8628246998414,2,task,0.283009700011462,[-0.7231481481481481],[-0.3037037037037037],[1],[0],[0],[2.283009700011462],686.8632676000707,686.8781106998213,0.0003100000321865082,687.1779797999188,688.545514000114,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
13,0,13,[-0.725925925925926],[-0.30277777777777776],[1],[0],[0],[2.2496450999751687],[],[],[],[],[],[],,,,2,0,2,0,13,0,13,0,688.5614427002147,,,,,,,,,,,,688.5458345999941,688.5614427002147,0.0002528000622987747,688.5614427002147,688.7617242000997,690.5451163998805,690.5451163998805,690.5451163998805,690.5615023998544,690.7962990999222,2,task,0.2496450999751687,[-0.725925925925926],[-0.30277777777777776],[1],[0],[0],[2.2496450999751687],690.7967706997879,690.8113536001183,0.00032819993793964386,691.1116361999884,692.4956418001093,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
14,0,14,[-0.725925925925926],[-0.30277777777777776],[1],[0],[0],[2.2658931999467313],[],[],[],[],[],[],,,,2,0,2,0,14,0,14,0,692.5114262001589,,,,,,,,,,,,692.4960162001662,692.5114262001589,0.00025320006534457207,692.5114262001589,692.7113915998489,694.4949705000035,694.4949705000035,694.4949705000035,694.5116162998602,694.7627755999565,2,task,0.26589319994673133,[-0.725925925925926],[-0.30277777777777776],[1],[0],[0],[2.2658931999467313],694.763158199843,694.77804809995,0.00024239998310804367,695.078103300184,696.4279098999687,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
15,0,15,[-0.7287037037037037],[-0.3037037037037037],[1],[0],[0],[0.8004951998591423],[],[],[],[],[],[],,,,2,0,2,0,15,0,15,0,696.4446271997876,,,,,,,,,,,,696.4280531001277,696.4446271997876,0.00011079991236329079,696.4446271997876,696.6453832001425,696.9280862999149,696.9280862999149,696.9280862999149,696.9449021001346,697.2291763001122,0.5,task,0.3004951998591423,[-0.7287037037037037],[-0.3037037037037037],[1],[0],[0],[0.8004951998591423],697.2295015999116,697.2449472998269,0.0002330997958779335,697.5449505001307,698.5454839998856,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
16,0,16,[-0.7287037037037037],[-0.3037037037037037],[1],[0],[0],[0.7664818000048399],[],[],[],[],[],[],,,,2,0,2,0,16,0,16,0,698.5614570002072,,,,,,,,,,,,698.5458137001842,698.5614570002072,0.00023740017786622047,698.5614570002072,698.7616813997738,699.0451247999445,699.0451247999445,699.0451247999445,699.0616252999753,699.3130605001934,0.5,task,0.2664818000048399,[-0.7287037037037037],[-0.3037037037037037],[1],[0],[0],[0.7664818000048399],699.3135703001171,699.3282294999808,0.0003839000128209591,699.6281820000149,700.5455729002133,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
17,0,17,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[2.2830329998396337],[],[],[],[],[],[],,,,2,0,2,0,17,0,17,0,700.5614674999379,,,,,,,,,,,,700.5459080999717,700.5614674999379,0.0002628997899591923,700.5614674999379,700.761528799776,702.5449271998368,702.5449271998368,702.5449271998368,702.5615248000249,702.8297974001616,2,task,0.2830329998396337,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[2.2830329998396337],702.830147900153,702.8449865002185,0.0002322997897863388,703.144619199913,704.2454428998753,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
18,0,18,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[0.7498224996961653],[],[],[],[],[],[],,,,2,0,2,0,18,0,18,0,704.261601800099,,,,,,,,,,,,704.2457316000946,704.261601800099,0.00023189978674054146,704.261601800099,704.4616376999766,704.74496909976,704.74496909976,704.74496909976,704.7616071999073,704.996198200155,0.5,task,0.24982249969616532,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[0.7498224996961653],704.9965524999425,705.0115260002203,0.00023990031331777573,705.3114415002055,706.4790182001889,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
19,0,19,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[0.7493614996783435],[],[],[],[],[],[],,,,2,0,2,0,19,0,19,0,706.4948990000412,,,,,,,,,,,,706.479312099982,706.4948990000412,0.00022409996017813683,706.4948990000412,706.6950595998205,706.9782438999973,706.9782438999973,706.9782438999973,706.9947596997954,707.2294147000648,0.5,task,0.24936149967834353,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[0.7493614996783435],707.2298237998039,707.2448558998294,0.0002911998890340328,707.5443711001426,708.7791023999453,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
20,0,20,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[2.249380399938673],[],[],[],[],[],[],,,,2,0,2,0,20,0,20,0,708.7950808000751,,,,,,,,,,,,708.7794305998832,708.7950808000751,0.00028159981593489647,708.7950808000751,708.9947758000344,710.7782769999467,710.7782769999467,710.7782769999467,710.7948628999293,711.029564499855,2,task,0.24938039993867278,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[2.249380399938673],711.0299412999302,711.0449394001625,0.00026350002735853195,711.3448188998736,712.6959299999289,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
21,0,21,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[0.8658076003193855],[],[],[],[],[],[],,,,2,0,2,0,21,0,21,0,712.7116241999902,,,,,,,,,,,,712.6962720002048,712.7116241999902,0.00025979988276958466,712.7116241999902,712.9116020998918,713.2116256998852,713.2116256998852,713.2116256998852,713.228232299909,713.5629476998001,0.5,task,0.36580760031938553,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[0.8658076003193855],713.5633968999609,713.5782217001542,0.00028640031814575195,713.8784674000926,715.0791120999493,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
22,0,22,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[0.7661787001416087],[],[],[],[],[],[],,,,2,0,2,0,22,0,22,0,715.0948780998588,,,,,,,,,,,,715.0794521998614,715.0948780998588,0.0002714996226131916,715.0948780998588,715.294927699957,715.5948788998649,715.5948788998649,715.5948788998649,715.6116726999171,715.8464648001827,0.5,task,0.2661787001416087,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[0.7661787001416087],715.8468860001303,715.8616447001696,0.0002887002192437649,716.1615101001225,717.0788322999142,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
23,0,23,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[1.5332650998607278],[],[],[],[],[],[],,,,2,0,2,0,23,0,23,0,717.0948776998557,,,,,,,,,,,,717.0791205000132,717.0948776998557,0.00022460008040070534,717.0948776998557,717.2948175999336,718.344880499877,718.344880499877,718.344880499877,718.3615198000334,718.6131842997856,1.2523421760192182,task,0.28092292384150963,[-0.7277777777777777],[-0.3037037037037037],[1],[0],[0],[1.5332650998607278],718.6136079002172,718.6282751997933,0.00028460007160902023,718.9282138999552,720.0293699000031,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
24,0,24,[-0.7305555555555555],[-0.325],[1],[0],[0],[2.265912600327283],[],[],[],[],[],[],,,,2,0,2,0,24,0,24,0,720.0448385998607,,,,,,,,,,,,720.0296567999758,720.0448385998607,0.0002142000012099743,720.0448385998607,720.2448932998814,722.0282688997686,722.0282688997686,722.0282688997686,722.0449807997793,722.2961880997755,2,task,0.26591260032728314,[-0.7305555555555555],[-0.325],[1],[0],[0],[2.265912600327283],722.296482599806,722.3109837998636,0.00017770007252693176,722.611661199946,723.6622733999975,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
25,0,25,[-0.7305555555555555],[-0.32407407407407407],[1],[0],[0],[2.2500901999883354],[],[],[],[],[],[],,,,2,0,2,0,25,0,25,0,723.6782459998503,,,,,,,,,,,,723.6625701999292,723.6782459998503,0.00023040035739541054,723.6782459998503,723.8784483000636,725.6616150001064,725.6616150001064,725.6616150001064,725.6782579999417,725.9134634998627,2,task,0.25009019998833537,[-0.7305555555555555],[-0.32407407407407407],[1],[0],[0],[2.2500901999883354],725.9141211002134,725.928490600083,0.0005478998646140099,726.2282341001555,727.4793056999333,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
26,0,26,[-0.7305555555555555],[-0.32407407407407407],[1],[0],[0],[0.8490887996740639],[],[],[],[],[],[],,,,2,0,2,0,26,0,26,0,727.4949680999853,,,,,,,,,,,,727.4797410001047,727.4949680999853,0.00034089991822838783,727.4949680999853,727.6946319001727,727.9949671002105,727.9949671002105,727.9949671002105,728.011892999988,728.3296252000146,0.5,task,0.3490887996740639,[-0.7305555555555555],[-0.32407407407407407],[1],[0],[0],[0.8490887996740639],728.3300195997581,728.3448183001019,0.0002569998614490032,728.6448540999554,729.8127858000807,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
27,0,27,[-0.7314814814814815],[-0.3148148148148148],[1],[0],[0],[1.732615299988538],[],[],[],[],[],[],,,,2,0,2,0,27,0,27,0,729.8285026000813,,,,,,,,,,,,729.8129158997908,729.8285026000813,9.29003581404686e-05,729.8285026000813,730.0281799999066,731.2282671998255,731.2282671998255,731.2282671998255,731.2450796999037,731.546143699903,1.4065096132126178,task,0.3261056867759202,[-0.7314814814814815],[-0.3148148148148148],[1],[0],[0],[1.732615299988538],731.5465537998825,731.5615027002059,0.00032750004902482033,731.8615986998193,733.0790355000645,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
28,0,28,[-0.7314814814814815],[-0.31574074074074077],[1],[0],[0],[0.8491464997641742],[],[],[],[],[],[],,,,2,0,2,0,28,0,28,0,733.0949025000446,,,,,,,,,,,,733.0793316001073,733.0949025000446,0.00023039989173412323,733.0949025000446,733.2949538999237,733.5782694998197,733.5782694998197,733.5782694998197,733.5949046998285,733.9291313001886,0.5,task,0.3491464997641742,[-0.7314814814814815],[-0.31574074074074077],[1],[0],[0],[0.8491464997641742],733.9294476998039,733.9444252001122,0.00021219998598098755,734.2448009997606,735.2789775999263,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
29,0,29,[-0.7314814814814815],[-0.31574074074074077],[1],[0],[0],[2.2495665000751615],[],[],[],[],[],[],,,,2,0,2,0,29,0,29,0,735.2949681999162,,,,,,,,,,,,735.2793263001367,735.2949681999162,0.00028540007770061493,735.2949681999162,735.494804199785,737.2781063001603,737.2781063001603,737.2781063001603,737.2951517999172,737.5296247000806,2,task,0.24956650007516146,[-0.7314814814814815],[-0.31574074074074077],[1],[0],[0],[2.2495665000751615],737.5301314000972,737.5451249000616,0.0004004002548754215,737.8450756999664,738.7793175000697,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
30,0,30,[-0.7314814814814815],[-0.31574074074074077],[1],[0],[0],[2.2658955003134906],[],[],[],[],[],[],,,,2,0,2,0,30,0,30,0,738.7947980999015,,,,,,,,,,,,738.7796784001403,738.7947980999015,0.00028090039268136024,738.7947980999015,738.9951736000367,740.7950248001143,740.7950248001143,740.7950248001143,740.8118052999489,741.0462715998292,2,task,0.26589550031349063,[-0.7314814814814815],[-0.31574074074074077],[1],[0],[0],[2.2658955003134906],741.0466391001828,741.0609106998891,0.0002468000166118145,741.3614258999005,742.2460205000825,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
31,0,31,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[2.2827873998321593],[],[],[],[],[],[],,,,2,0,2,0,31,0,31,0,742.2614655997604,,,,,,,,,,,,742.2463342999108,742.2614655997604,0.00024560000747442245,742.2614655997604,742.4616951001808,744.2616071999073,744.2616071999073,744.2616071999073,744.278282399755,744.5300612999126,2,task,0.2827873998321593,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[2.2827873998321593],744.530633599963,744.5448897997849,0.0003986000083386898,744.8448486998677,745.8962774001993,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
32,0,32,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[0.8323406004346907],[],[],[],[],[],[],,,,2,0,2,0,32,0,32,0,745.9120137998834,,,,,,,,,,,,745.8965799999423,745.9120137998834,0.0002375999465584755,745.9120137998834,746.1107340999879,746.4114073999226,746.4114073999226,746.4114073999226,746.4281854000874,746.7296893000603,0.5,task,0.3323406004346907,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[0.8323406004346907],746.7301517999731,746.7448625001125,0.0003241002559661865,747.04498230014,748.4123287000693,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
33,0,33,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[2.2827729997225106],[],[],[],[],[],[],,,,2,0,2,0,33,0,33,0,748.4283016999252,,,,,,,,,,,,748.4126490000635,748.4283016999252,0.00025169970467686653,748.4283016999252,748.6281817001291,750.4118282999843,750.4118282999843,750.4118282999843,750.4283288000152,750.6960972999223,2,task,0.2827729997225106,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[2.2827729997225106],750.6964417998679,750.7118521002121,0.0002138996496796608,751.0116632999852,752.2957091000862,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
34,0,34,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[0.7828716998919845],[],[],[],[],[],[],,,,2,0,2,0,34,0,34,0,752.3111482001841,,,,,,,,,,,,752.2959843999706,752.3111482001841,0.00021189963445067406,752.3111482001841,752.5116571998224,752.7949338997714,752.7949338997714,752.7949338997714,752.8124278001487,753.0794943999499,0.5,task,0.28287169989198446,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[0.7828716998919845],753.0798407997936,753.09494430013,0.0002504996955394745,753.3948845001869,754.6959493001923,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
35,0,35,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[2.316499199718237],[],[],[],[],[],[],,,,2,0,2,0,35,0,35,0,754.7116915001534,,,,,,,,,,,,754.6962104002014,754.7116915001534,0.0001989002339541912,754.7116915001534,754.9116083998233,756.7117289002053,756.7117289002053,756.7117289002053,756.7282529999502,757.0134990997612,2,task,0.3164991997182369,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[2.316499199718237],757.0139494999312,757.0282180998474,0.0003014998510479927,757.3282381999306,758.4623556002043,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
36,0,36,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[2.3663551998324692],[],[],[],[],[],[],,,,2,0,2,0,36,0,36,0,758.4783924999647,,,,,,,,,,,,758.4626743001863,758.4783924999647,0.00025379983708262444,758.4783924999647,758.6782300001942,760.4613451999612,760.4613451999612,760.4613451999612,760.4780394998379,760.8298019999638,2,task,0.3663551998324692,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[2.3663551998324692],760.8301947000436,760.8449912997894,0.0002615000121295452,761.1449322002009,762.0958169000223,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
37,0,37,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[0.8662728001363575],[],[],[],[],[],[],,,,2,0,2,0,37,0,37,0,762.1117266002111,,,,,,,,,,,,762.0961512001231,762.1117266002111,0.000255499966442585,762.1117266002111,762.3114959001541,762.5944880000316,762.5944880000316,762.5944880000316,762.6114512002096,762.9632105999626,0.5,task,0.36627280013635755,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[0.8662728001363575],762.9635914000683,762.9781312998384,0.0002481001429259777,763.2783506000414,764.3954972000793,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
38,0,38,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[0.8498360002413392],[],[],[],[],[],[],,,,2,0,2,0,38,0,38,0,764.4116897000931,,,,,,,,,,,,764.3957655997947,764.4116897000931,0.00020929984748363495,764.4116897000931,764.6117353998125,764.8949347999878,764.8949347999878,764.8949347999878,764.9116512001492,765.2464691000059,0.5,task,0.3498360002413392,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[0.8498360002413392],765.2468046997674,765.2617319999263,0.00020219990983605385,765.5619860999286,766.6127305999398,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
39,0,39,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[0.7826229999773204],[],[],[],[],[],[],,,,2,0,2,0,39,0,39,0,766.628446099814,,,,,,,,,,,,766.6130486000329,766.628446099814,0.0002486002631485462,766.628446099814,766.8278398001567,767.1282794000581,767.1282794000581,767.1282794000581,767.1450960999355,767.3964082999155,0.5,task,0.28262299997732043,[-0.7324074074074074],[-0.31574074074074077],[1],[0],[0],[0.7826229999773204],767.3967678998597,767.4117148001678,0.00022780010476708412,767.7115162000991,768.8958203000948,[],[],[],[],[],[],,,,,,,,,,461212,001,2025-02-28_09h50.10.880,Foreperiod_task,2024.2.1post4,60.14697511920976,2025-02-28 09h50.31.669052 -0800,
