thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Intertrial_Mouse.x,Intertrial_Mouse.y,Intertrial_Mouse.leftButton,Intertrial_Mouse.midButton,Intertrial_Mouse.rightButton,Intertrial_Mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Mouse.started,Photodiode_2.stopped,Intertrial_Period.stopped,trials_2.Intertrial_Mouse.x,trials_2.Intertrial_Mouse.y,trials_2.Intertrial_Mouse.leftButton,trials_2.Intertrial_Mouse.midButton,trials_2.Intertrial_Mouse.rightButton,trials_2.Intertrial_Mouse.time,BREAK.started,key_resp_5.started,text_3.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
93,0,93,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[0.8007917003706098],[],[],[],[],[],[],,,,0,0,0,0,93,0,93,0,313.22165319975466,,,,,,,,,,,,313.2061666995287,313.22165319975466,0.0003900006413459778,313.22165319975466,313.4215243998915,313.7053861999884,313.7053861999884,313.7053861999884,313.72207949962467,314.00790679920465,0.5,normal,0.30079170037060976,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[0.8007917003706098],314.00843699928373,314.0226171994582,0.0003612004220485687,314.3225782997906,315.5573338996619,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
94,0,94,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[0.7682935995981097],[],[],[],[],[],[],,,,0,0,0,0,94,0,94,0,315.573467399925,,,,,,,,,,,,315.55763329938054,315.573467399925,0.00023669935762882233,315.573467399925,315.7737643998116,316.05734919942915,316.05734919942915,316.05734919942915,316.07408439926803,316.32667009998113,0.5,normal,0.2682935995981097,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[0.7682935995981097],316.32713019941,316.3410622999072,0.0003249002620577812,316.6411426998675,317.6432374995202,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
95,0,95,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[0.7668281001970172],[],[],[],[],[],[],,,,0,0,0,0,95,0,95,0,317.65929239988327,,,,,,,,,,,,317.643606999889,317.65929239988327,0.00028610043227672577,317.65929239988327,317.8588070999831,318.14257209934294,318.14257209934294,318.14257209934294,318.15915869921446,318.41140289977193,0.5,normal,0.2668281001970172,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[0.7668281001970172],318.4120450997725,318.4262000992894,0.0004783999174833298,318.7261453997344,319.9779965998605,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
96,0,96,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[2.318316400051117],[],[],[],[],[],[],,,,0,0,0,0,96,0,96,0,319.9939316995442,,,,,,,,,,,,319.97833289951086,319.9939316995442,0.00026770029217004776,319.9939316995442,320.1941592991352,321.97899689991027,321.97899689991027,321.97899689991027,321.9956165999174,322.29752049967647,2,normal,0.31831640005111694,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[2.318316400051117],322.298028299585,322.3126515997574,0.0003776000812649727,322.6127639999613,323.5810006996617,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
97,0,97,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[0.8501509996131063],[],[],[],[],[],[],,,,0,0,0,0,97,0,97,0,323.5968806995079,,,,,,,,,,,,323.5813589999452,323.5968806995079,0.00037979986518621445,323.5968806995079,323.79728179983795,324.0807919995859,324.0807919995859,324.0807919995859,324.0973608996719,324.43228229973465,0.5,normal,0.35015099961310625,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[0.8501509996131063],324.4326638998464,324.4478530995548,0.00027510058134794235,324.7476698998362,325.632604399696,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
98,0,98,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[0.8004486998543143],[],[],[],[],[],[],,,,0,0,0,0,98,0,98,0,325.64870929997414,,,,,,,,,,,,325.63306689914316,325.64870929997414,0.00029540061950683594,325.64870929997414,325.84883239958435,326.1324109993875,326.1324109993875,326.1324109993875,326.14900479931384,326.4344056993723,0.5,normal,0.3004486998543143,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[0.8004486998543143],326.4347620997578,326.44953039940447,0.00022539962083101273,326.74945869948715,327.9013170991093,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
99,0,99,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[1.349571599625051],[],[],[],[],[],[],,,,0,0,0,0,99,0,99,0,327.91721639968455,,,,,,,,,,,,327.9016558993608,327.91721639968455,0.00027689989656209946,327.91721639968455,328.11737199965864,329.0014496995136,329.0014496995136,329.0014496995136,329.0181163996458,329.2516919998452,1.0929241178986622,surprise,0.25664748172638885,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[1.349571599625051],329.25198169983923,329.26795809995383,0.00022539962083101273,329.5686223991215,330.6202024994418,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
0,0,0,,,,,,,,,,,,,space,15.74734910018742,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.6302397996187,330.6537557998672,330.6537557998672,346.474306599237,space,15.74734910018742,None,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
0,0,0,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[0.7761070001870394],[],[],[],[],[],[],,,,1,0,1,0,0,0,0,0,346.47824419941753,,,,,,,,,,,,346.4750049998984,346.47824419941753,0.000665600411593914,346.47824419941753,346.68278589937836,346.9831037996337,346.9831037996337,346.9831037996337,346.99981259927154,347.2515574991703,0.5,normal,0.2761070001870394,[-0.1111111111111111],[0.1388888888888889],[1],[0],[0],[0.7761070001870394],347.2518883999437,347.2661933992058,0.0002338998019695282,347.5668880995363,348.75227519962937,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
1,0,1,[-0.125],[0.07777777777777778],[1],[0],[0],[2.301266999915242],[],[],[],[],[],[],,,,1,0,1,0,1,0,1,0,348.768062999472,,,,,,,,,,,,348.7525778999552,348.768062999472,0.0002508005127310753,348.768062999472,348.96800019964576,350.7530751992017,350.7530751992017,350.7530751992017,350.7696407996118,351.0545237995684,2,normal,0.3012669999152422,[-0.125],[0.07777777777777778],[1],[0],[0],[2.301266999915242],351.05487879924476,351.07002479955554,0.0002573002129793167,351.3702542996034,352.3551690997556,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
2,0,2,[-0.125],[0.07777777777777778],[1],[0],[0],[1.4340126002207398],[],[],[],[],[],[],,,,1,0,1,0,2,0,2,0,352.3708320995793,,,,,,,,,,,,352.3555054999888,352.3708320995793,0.0002736002206802368,352.3708320995793,352.5712343994528,353.4381519993767,353.4381519993767,353.4381519993767,353.45516319945455,353.79026279971004,1.0756716027055413,surprise,0.35834099751519854,[-0.125],[0.07777777777777778],[1],[0],[0],[1.4340126002207398],353.7906181998551,353.8056173995137,0.00021979957818984985,354.10598749946803,355.37438389938325,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
3,0,3,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8333566002547741],[],[],[],[],[],[],,,,1,0,1,0,3,0,3,0,355.39020979963243,,,,,,,,,,,,355.37471829913557,355.39020979963243,0.0002699000760912895,355.39020979963243,355.59061959944665,355.87437589932233,355.87437589932233,355.87437589932233,355.8908996991813,356.2087674997747,0.5,normal,0.3333566002547741,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8333566002547741],356.2091314997524,356.2242398997769,0.000246499665081501,356.5245047993958,357.8598973993212,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
4,0,4,[-0.125],[0.07777777777777778],[1],[0],[0],[2.300722800195217],[],[],[],[],[],[],,,,1,0,1,0,4,0,4,0,357.87562949955463,,,,,,,,,,,,357.86024769954383,357.87562949955463,0.0002691997215151787,357.87562949955463,358.0758661990985,359.86085369996727,359.86085369996727,359.86085369996727,359.87761239986867,360.1614780994132,2,normal,0.30072280019521713,[-0.125],[0.07777777777777778],[1],[0],[0],[2.300722800195217],360.1617174996063,360.17717219982296,0.00015410035848617554,360.4778496995568,361.61278339941055,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
5,0,5,[-0.125],[0.07777777777777778],[1],[0],[0],[0.800305699929595],[],[],[],[],[],[],,,,1,0,1,0,5,0,5,0,361.62919109966606,,,,,,,,,,,,361.6131278993562,361.62919109966606,0.00027559977024793625,361.62919109966606,361.8289094995707,362.1125466991216,362.1125466991216,362.1125466991216,362.1291959993541,362.41413839999586,0.5,normal,0.300305699929595,[-0.125],[0.07777777777777778],[1],[0],[0],[0.800305699929595],362.41451859939843,362.42945539951324,0.0002480996772646904,362.72938629984856,364.0480290995911,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
6,0,6,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8002202995121479],[],[],[],[],[],[],,,,1,0,1,0,6,0,6,0,364.06416499987245,,,,,,,,,,,,364.048351299949,364.06416499987245,0.00025849975645542145,364.06416499987245,364.26423259917647,364.54749619960785,364.54749619960785,364.54749619960785,364.56439489964396,364.8493288997561,0.5,normal,0.3002202995121479,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8002202995121479],364.84976499993354,364.86457269918174,0.0003136005252599716,365.16487559955567,366.33327219914645,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
7,0,7,[-0.125],[0.07777777777777778],[1],[0],[0],[1.3511987002566457],[],[],[],[],[],[],,,,1,0,1,0,7,0,7,0,366.3491681991145,,,,,,,,,,,,366.3335727993399,366.3491681991145,0.00024189986288547516,366.3491681991145,366.549353399314,367.35006099939346,367.35006099939346,367.35006099939346,367.3667195998132,367.6855911994353,1.0144590789481835,surprise,0.33673962130846213,[-0.125],[0.07777777777777778],[1],[0],[0],[1.3511987002566457],367.6862765997648,367.70041569974273,0.000552699901163578,368.00057939998806,368.952387499623,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
8,0,8,[-0.125],[0.07777777777777778],[1],[0],[0],[2.2847910998389125],[],[],[],[],[],[],,,,1,0,1,0,8,0,8,0,368.9680872997269,,,,,,,,,,,,368.9527836991474,368.9680872997269,0.0003072991967201233,368.9680872997269,369.1682747993618,370.9530597999692,370.9530597999692,370.9530597999692,370.96988679934293,371.23857029993087,2,normal,0.2847910998389125,[-0.125],[0.07777777777777778],[1],[0],[0],[2.2847910998389125],371.23917489964515,371.2532987995073,0.00046500004827976227,371.55341819953173,372.70527899917215,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
9,0,9,[-0.125],[0.07777777777777778],[1],[0],[0],[1.684174600057304],[],[],[],[],[],[],,,,1,0,1,0,9,0,9,0,372.72098119929433,,,,,,,,,,,,372.7056070994586,372.72098119929433,0.00026299990713596344,372.72098119929433,372.9215986998752,374.08975329995155,374.08975329995155,374.08975329995155,374.10593289975077,374.3904640991241,1.3800567007765796,surprise,0.3041178992807243,[-0.125],[0.07777777777777778],[1],[0],[0],[1.684174600057304],374.3908352991566,374.4059959994629,0.0002939002588391304,374.7065886994824,375.6910427995026,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
10,0,10,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8338330006226897],[],[],[],[],[],[],,,,1,0,1,0,10,0,10,0,375.70684599969536,,,,,,,,,,,,375.691383799538,375.70684599969536,0.00026900041848421097,375.70684599969536,375.90731819998473,376.1907213991508,376.1907213991508,376.1907213991508,376.20741629973054,376.5258912993595,0.5,normal,0.3338330006226897,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8338330006226897],376.52624129969627,376.54103979934007,0.00022190064191818237,376.8414992997423,378.02636579982936,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
11,0,11,[-0.125],[0.07777777777777778],[1],[0],[0],[2.301192100159824],[],[],[],[],[],[],,,,1,0,1,0,11,0,11,0,378.04221689980477,,,,,,,,,,,,378.0267395991832,378.04221689980477,0.00029429979622364044,378.04221689980477,378.24239839985967,380.0272911991924,380.0272911991924,380.0272911991924,380.0438855998218,380.3285511992872,2,normal,0.3011921001598239,[-0.125],[0.07777777777777778],[1],[0],[0],[2.301192100159824],380.32887159939855,380.34416349977255,0.00020879972726106644,380.64432769920677,381.9128256998956,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
12,0,12,[-0.125],[0.07777777777777778],[1],[0],[0],[0.833767500706017],[],[],[],[],[],[],,,,1,0,1,0,12,0,12,0,381.9288299996406,,,,,,,,,,,,381.9131251992658,381.9288299996406,0.0002383999526500702,381.9288299996406,382.12906909920275,382.41283299960196,382.41283299960196,382.41283299960196,382.42927229963243,382.7476719999686,0.5,normal,0.333767500706017,[-0.125],[0.07777777777777778],[1],[0],[0],[0.833767500706017],382.7481042994186,382.7629147991538,0.00029239989817142487,383.06276309955865,384.21487079933286,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
13,0,13,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8334928005933762],[],[],[],[],[],[],,,,1,0,1,0,13,0,13,0,384.23075809981674,,,,,,,,,,,,384.2152486993,384.23075809981674,0.00030060019344091415,384.23075809981674,384.43083109986037,384.714394999668,384.714394999668,384.714394999668,384.73111959919333,385.0495272995904,0.5,normal,0.33349280059337616,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8334928005933762],385.0499663995579,385.0650827996433,0.00029980018734931946,385.3644868992269,386.7340842997655,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
14,0,14,[-0.125],[0.07777777777777778],[1],[0],[0],[0.7998048001900315],[],[],[],[],[],[],,,,1,0,1,0,14,0,14,0,386.7495632991195,,,,,,,,,,,,386.7344072991982,386.7495632991195,0.00026059988886117935,386.7495632991195,386.9495960995555,387.24990329984576,387.24990329984576,387.24990329984576,387.26658089924604,387.53528399951756,0.5,normal,0.29980480019003153,[-0.125],[0.07777777777777778],[1],[0],[0],[0.7998048001900315],387.5357361994684,387.550236299634,0.00031429994851350784,387.85037759970874,389.0525517994538,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
15,0,15,[-0.125],[0.07777777777777778],[1],[0],[0],[0.7997896000742912],[],[],[],[],[],[],,,,1,0,1,0,15,0,15,0,389.06822309922427,,,,,,,,,,,,389.05287129990757,389.06822309922427,0.0002557002007961273,389.06822309922427,389.2683345992118,389.55184989981353,389.55184989981353,389.55184989981353,389.5686034997925,389.8533033998683,0.5,normal,0.29978960007429123,[-0.125],[0.07777777777777778],[1],[0],[0],[0.7997896000742912],389.85365960001945,389.8691640999168,0.000249999575316906,390.1692399997264,391.45405839942396,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
16,0,16,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8007947001606226],[],[],[],[],[],[],,,,1,0,1,0,16,0,16,0,391.47007779963315,,,,,,,,,,,,391.45439809933305,391.47007779963315,0.00027319975197315216,391.47007779963315,391.67018169909716,391.9541350994259,391.9541350994259,391.9541350994259,391.97040589991957,392.2558651994914,0.5,normal,0.3007947001606226,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8007947001606226],392.25623859930784,392.2708604997024,0.00026430003345012665,392.5708920992911,393.85632469970733,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
17,0,17,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8335154000669718],[],[],[],[],[],[],,,,1,0,1,0,17,0,17,0,393.8720710994676,,,,,,,,,,,,393.85666109994054,393.8720710994676,0.00026769936084747314,393.8720710994676,394.07219519931823,394.3557968996465,394.3557968996465,394.3557968996465,394.3725683996454,394.6910068998113,0.5,normal,0.3335154000669718,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8335154000669718],394.6914431992918,394.70612169988453,0.00027820002287626266,395.00633349921554,395.95808749925345,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
18,0,18,[-0.125],[0.07777777777777778],[1],[0],[0],[0.850127600133419],[],[],[],[],[],[],,,,1,0,1,0,18,0,18,0,395.9737908998504,,,,,,,,,,,,395.95842539984733,395.9737908998504,0.0002725999802350998,395.9737908998504,396.17408699914813,396.4576149992645,396.4576149992645,396.4576149992645,396.4742546994239,396.80942719988525,0.5,normal,0.35012760013341904,[-0.125],[0.07777777777777778],[1],[0],[0],[0.850127600133419],396.8099731998518,396.82456369977444,0.0004005003720521927,397.1245979992673,398.2436714991927,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
19,0,19,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8164287004619837],[],[],[],[],[],[],,,,1,0,1,0,19,0,19,0,398.2591718994081,,,,,,,,,,,,398.24403429962695,398.2591718994081,0.00028189923614263535,398.2591718994081,398.45953739993274,398.7430741991848,398.7430741991848,398.7430741991848,398.7596084997058,399.06122819986194,0.5,normal,0.3164287004619837,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8164287004619837],399.0617586998269,399.07619599998,0.00046239979565143585,399.3767855996266,400.3282645000145,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
20,0,20,[-0.125],[0.07777777777777778],[1],[0],[0],[0.9005724005401134],[],[],[],[],[],[],,,,1,0,1,0,20,0,20,0,400.34413979947567,,,,,,,,,,,,400.3285797992721,400.34413979947567,0.0002528000622987747,400.34413979947567,400.5442955996841,400.8278642995283,400.8278642995283,400.8278642995283,400.84453919995576,401.2300637997687,0.5,normal,0.40057240054011345,[-0.125],[0.07777777777777778],[1],[0],[0],[0.9005724005401134],401.23076900001615,401.2449846994132,0.000540400855243206,401.54510299954563,402.5801768992096,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
21,0,21,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8003053003922105],[],[],[],[],[],[],,,,1,0,1,0,21,0,21,0,402.5960934991017,,,,,,,,,,,,402.58048949949443,402.5960934991017,0.0002496996894478798,402.5960934991017,402.7961783995852,403.0795407993719,403.0795407993719,403.0795407993719,403.0965618994087,403.38180859945714,0.5,normal,0.3003053003922105,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8003053003922105],403.38227449916303,403.3966687992215,0.0003089001402258873,403.69680449925363,404.7485215999186,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
22,0,22,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8838623994961381],[],[],[],[],[],[],,,,1,0,1,0,22,0,22,0,404.7644027993083,,,,,,,,,,,,404.7488604998216,404.7644027993083,0.00026639923453330994,404.7644027993083,404.9645728999749,405.24821299966425,405.24821299966425,405.24821299966425,405.2650490999222,405.6336395991966,0.5,normal,0.3838623994961381,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8838623994961381],405.6342814993113,405.6486941995099,0.0005048001185059547,405.94888379983604,406.8502379991114,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
23,0,23,[-0.125],[0.07777777777777778],[1],[0],[0],[0.7835579002276063],[],[],[],[],[],[],,,,1,0,1,0,23,0,23,0,406.8662097994238,,,,,,,,,,,,406.85060969926417,406.8662097994238,0.0003078998997807503,406.8662097994238,407.0670041991398,407.35001860000193,407.35001860000193,407.35001860000193,407.366640699096,407.6348990993574,0.5,normal,0.2835579002276063,[-0.125],[0.07777777777777778],[1],[0],[0],[0.7835579002276063],407.63542819954455,407.6504908995703,0.00039929989725351334,407.95078169927,409.2021560994908,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
24,0,24,[-0.125],[0.07777777777777778],[1],[0],[0],[2.31865799985826],[],[],[],[],[],[],,,,1,0,1,0,24,0,24,0,409.21822509914637,,,,,,,,,,,,409.2024790998548,409.21822509914637,0.0002586003392934799,409.21822509914637,409.4182778997347,411.2031693998724,411.2031693998724,411.2031693998724,411.21978199947625,411.5220631994307,2,normal,0.31865799985826015,[-0.125],[0.07777777777777778],[1],[0],[0],[2.31865799985826],411.5225843992084,411.53680539969355,0.00037499982863664627,411.836776599288,412.98868349939585,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
25,0,25,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8504824005067348],[],[],[],[],[],[],,,,1,0,1,0,25,0,25,0,413.0045782998204,,,,,,,,,,,,412.9890291998163,413.0045782998204,0.00027589965611696243,413.0045782998204,413.2049339991063,413.48840809985995,413.48840809985995,413.48840809985995,413.5049961991608,413.84037250000983,0.5,normal,0.35048240050673485,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8504824005067348],413.84077589958906,413.8553374996409,0.0002688998356461525,414.15583399962634,415.29094849992543,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
26,0,26,[-0.125],[0.07777777777777778],[1],[0],[0],[2.2842774000018835],[],[],[],[],[],[],,,,1,0,1,0,26,0,26,0,415.30656479950994,,,,,,,,,,,,415.2913032993674,415.30656479950994,0.00028089992702007294,415.30656479950994,415.5061973994598,417.29219709988683,417.29219709988683,417.29219709988683,417.3084788993001,417.57628829963505,2,normal,0.2842774000018835,[-0.125],[0.07777777777777778],[1],[0],[0],[2.2842774000018835],417.57682359963655,417.59164589922875,0.00043579936027526855,417.89252489991486,419.06093689985573,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
27,0,27,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8665159000083804],[],[],[],[],[],[],,,,1,0,1,0,27,0,27,0,419.07653139997274,,,,,,,,,,,,419.0613149991259,419.07653139997274,0.0002937000244855881,419.07653139997274,419.27674899995327,419.57633630000055,419.57633630000055,419.57633630000055,419.59306999947876,419.92849719990045,0.5,normal,0.3665159000083804,[-0.125],[0.07777777777777778],[1],[0],[0],[0.8665159000083804],419.92883189953864,419.9438453996554,0.0002154996618628502,420.24384169932455,421.44548119977117,[],[],[],[],[],[],,,,,,,,,,Kelsey,Kelsey,2024-11-22_13h31.35.479,Foreperiod_task,2024.2.1post4,59.87059544845408,2024-11-22 13h31.48.355505 -0800,
