thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Intertrial_Mouse.x,Intertrial_Mouse.y,Intertrial_Mouse.leftButton,Intertrial_Mouse.midButton,Intertrial_Mouse.rightButton,Intertrial_Mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Mouse.started,Photodiode_2.stopped,Intertrial_Period.stopped,trials_2.Intertrial_Mouse.x,trials_2.Intertrial_Mouse.y,trials_2.Intertrial_Mouse.leftButton,trials_2.Intertrial_Mouse.midButton,trials_2.Intertrial_Mouse.rightButton,trials_2.Intertrial_Mouse.time,text.started,BREAK.started,key_resp_5.started,text_3.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
71,0,71,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8673762995749712],[],[],[],[],[],[],,,,0,0,0,0,71,0,71,0,237.93201609980315,,,,,,,,,,,,237.91640699934214,237.93201609980315,0.00028300005942583084,237.93201609980315,238.13242230005562,238.4160544993356,238.4160544993356,238.4160544993356,238.43261369969696,238.7845930000767,0.5,normal,0.3673762995749712,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8673762995749712],238.7850685995072,238.79953170008957,0.00035170000046491623,239.09971029963344,240.23503539990634,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
72,0,72,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8670116998255253],[],[],[],[],[],[],,,,0,0,0,0,72,0,72,0,240.25089660007507,,,,,,,,,,,,240.2353991996497,240.25089660007507,0.00028060004115104675,240.25089660007507,240.45073939953,240.73455439973623,240.73455439973623,240.73455439973623,240.7512222994119,241.103232299909,0.5,normal,0.3670116998255253,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8670116998255253],241.10372729972005,241.118004899472,0.0003696996718645096,241.41850979998708,242.35298449918628,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
73,0,73,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8830853998661041],[],[],[],[],[],[],,,,0,0,0,0,73,0,73,0,242.36898679938167,,,,,,,,,,,,242.35329789947718,242.36898679938167,0.0002479003742337227,242.36898679938167,242.56918749958277,242.85283259954304,242.85283259954304,242.85283259954304,242.86953500006348,243.2370472997427,0.5,normal,0.3830853998661041,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8830853998661041],243.23737139999866,243.25310089997947,0.00020830053836107254,243.55336389970034,244.8556530000642,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
74,0,74,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.9000964006409049],[],[],[],[],[],[],,,,0,0,0,0,74,0,74,0,244.87129830010235,,,,,,,,,,,,244.85597839951515,244.87129830010235,0.00026030000299215317,244.87129830010235,245.07134819962084,245.35486399941146,245.35486399941146,245.35486399941146,245.3715809993446,245.7569725997746,0.5,normal,0.4000964006409049,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.9000964006409049],245.7574547994882,245.77197510004044,0.0003294004127383232,246.07223999965936,247.1904576998204,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
75,0,75,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.368143199943006],[],[],[],[],[],[],,,,0,0,0,0,75,0,75,0,247.20636489987373,,,,,,,,,,,,247.1907899994403,247.20636489987373,0.0002675997093319893,247.20636489987373,247.40653889998794,249.191374999471,249.191374999471,249.191374999471,249.20818590000272,249.55971179995686,2,normal,0.36814319994300604,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.368143199943006],249.56012389995158,249.57509809918702,0.0002679005265235901,249.8753221994266,251.16034119948745,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
76,0,76,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8839606996625662],[],[],[],[],[],[],,,,0,0,0,0,76,0,76,0,251.17635539919138,,,,,,,,,,,,251.16066559962928,251.17635539919138,0.0002619996666908264,251.17635539919138,251.37652219925076,251.6601976994425,251.6601976994425,251.6601976994425,251.67688469961286,252.04574809968472,0.5,normal,0.3839606996625662,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8839606996625662],252.04616819974035,252.06063889991492,0.0002790996804833412,252.3607589993626,253.6123941000551,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
77,0,77,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.368445299565792],[],[],[],[],[],[],,,,0,0,0,0,77,0,77,0,253.6282878993079,,,,,,,,,,,,253.61268949974328,253.6282878993079,0.00023369956761598587,253.6282878993079,253.82864119950682,255.6133824000135,255.6133824000135,255.6133824000135,255.6301657995209,255.98196200001985,2,normal,0.3684452995657921,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.368445299565792],255.98239869996905,255.99714969936758,0.0002909991890192032,256.2970539992675,257.46564619988203,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
78,0,78,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8662070007994771],[],[],[],[],[],[],,,,0,0,0,0,78,0,78,0,257.481587799266,,,,,,,,,,,,257.46596550010145,257.481587799266,0.0002536000683903694,257.481587799266,257.68183149956167,257.9654129995033,257.9654129995033,257.9654129995033,257.98203429952264,258.33260679990053,0.5,normal,0.3662070007994771,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8662070007994771],258.3329099994153,258.3486465997994,0.0002573002129793167,258.6494452999905,259.8177591999993,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
79,0,79,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8669740995392203],[],[],[],[],[],[],,,,0,0,0,0,79,0,79,0,259.83358689956367,,,,,,,,,,,,259.81818209961057,259.83358689956367,0.0003456994891166687,259.83358689956367,260.0337413996458,260.33361059986055,260.33361059986055,260.33361059986055,260.3503668997437,260.68569249939173,0.5,normal,0.36697409953922033,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8669740995392203],260.6860461998731,260.7009395994246,0.00029709935188293457,261.00085769966245,262.15318049956113,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
80,0,80,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[1.850861500017345],[],[],[],[],[],[],,,,0,0,0,0,80,0,80,0,262.1686557997018,,,,,,,,,,,,262.1535235000774,262.1686557997018,0.00026750005781650543,262.1686557997018,262.3690836997703,263.62019519973546,263.62019519973546,263.62019519973546,263.63678579963744,264.0051205996424,1.4574297237625458,surprise,0.3934317762547992,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[1.850861500017345],264.00585259962827,264.0206069992855,0.0006359005346894264,264.32077159918845,265.27225019969046,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
81,0,81,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[1.7010559998452663],[],[],[],[],[],[],,,,0,0,0,0,81,0,81,0,265.28820319939405,,,,,,,,,,,,265.2725745998323,265.28820319939405,0.0002463003620505333,265.28820319939405,265.4883447997272,266.5721577992663,266.5721577992663,266.5721577992663,266.5891363993287,266.9744761995971,1.2983922148244913,surprise,0.40266378502077504,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[1.7010559998452663],266.97503999993205,266.9898913996294,0.0004262998700141907,267.2899567997083,268.39140990003943,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
82,0,82,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.9167150007560849],[],[],[],[],[],[],,,,0,0,0,0,82,0,82,0,268.4073410993442,,,,,,,,,,,,268.39169869944453,268.4073410993442,0.00023140013217926025,268.4073410993442,268.6073918994516,268.8911448996514,268.8911448996514,268.8911448996514,268.9078826000914,269.30904119927436,0.5,normal,0.4167150007560849,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.9167150007560849],269.30953499954194,269.32449859939516,0.0003750994801521301,269.6252261996269,270.66006839927286,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
83,0,83,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8666422003880143],[],[],[],[],[],[],,,,0,0,0,0,83,0,83,0,270.6760056000203,,,,,,,,,,,,270.66043729986995,270.6760056000203,0.0003003999590873718,270.6760056000203,270.876268199645,271.15969979949296,271.15969979949296,271.15969979949296,271.176581999287,271.52776819933206,0.5,normal,0.3666422003880143,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8666422003880143],271.52820989955217,271.5433845994994,0.00032079964876174927,271.8435833994299,272.96177389938384,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
84,0,84,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.3518933998420835],[],[],[],[],[],[],,,,0,0,0,0,84,0,84,0,272.9776510996744,,,,,,,,,,,,272.9620485994965,272.9776510996744,0.0002210000529885292,272.9776510996744,273.17776129953563,274.9627933995798,274.9627933995798,274.9627933995798,274.9795923996717,275.31460129935294,2,normal,0.35189339984208345,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.3518933998420835],275.31490129977465,275.3298566993326,0.00020429957658052444,275.63017809949815,276.5815762998536,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
85,0,85,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.9505521999672055],[],[],[],[],[],[],,,,0,0,0,0,85,0,85,0,276.5976107995957,,,,,,,,,,,,276.5819221995771,276.5976107995957,0.000273900106549263,276.5976107995957,276.79778609983623,277.08139309938997,277.08139309938997,277.08139309938997,277.09799199923873,277.53326099924743,0.5,normal,0.4505521999672055,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.9505521999672055],277.53389409929514,277.548399399966,0.0005155997350811958,277.84873919934034,279.21588279958814,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
86,0,86,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.386471400037408],[],[],[],[],[],[],,,,0,0,0,0,86,0,86,0,279.23247599974275,,,,,,,,,,,,279.2160058999434,279.23247599974275,9.479932487010956e-05,279.23247599974275,279.433332699351,281.21822910010815,281.21822910010815,281.21822910010815,281.2348752999678,281.603069299832,2,normal,0.3864714000374079,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.386471400037408],281.6035573994741,281.618349599652,0.0003941003233194351,281.9188083000481,283.203836299479,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
87,0,87,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[1.7845584005117416],[],[],[],[],[],[],,,,0,0,0,0,87,0,87,0,283.2199086993933,,,,,,,,,,,,283.2041879994795,283.2199086993933,0.0002728002145886421,283.2199086993933,283.4193021999672,284.604270699434,284.604270699434,284.604270699434,284.62057629972696,284.98961829952896,1.387105752631507,surprise,0.3974526478802347,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[1.7845584005117416],284.9901110995561,285.0047645000741,0.0003397008404135704,285.3048421991989,286.22299079969525,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
88,0,88,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.3515249993652105],[],[],[],[],[],[],,,,0,0,0,0,88,0,88,0,286.2389064999297,,,,,,,,,,,,286.22335259988904,286.2389064999297,0.00028770044445991516,286.2389064999297,286.43896029982716,288.22400419972837,288.22400419972837,288.22400419972837,288.2406797995791,288.5756278000772,2,normal,0.35152499936521053,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.3515249993652105],288.57605839986354,288.59093509986997,0.0002974998205900192,288.8911368995905,289.90953549928963,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
89,0,89,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[1.5507955998182297],[],[],[],[],[],[],,,,0,0,0,0,89,0,89,0,289.92526450008154,,,,,,,,,,,,289.90985699929297,289.92526450008154,0.00025270041078329086,289.92526450008154,290.12555509991944,291.07627289928496,291.07627289928496,291.07627289928496,291.0929306000471,291.46141339931637,1.1546570306448671,surprise,0.39613856917336254,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[1.5507955998182297],291.46174670010805,291.4766159998253,0.00022410042583942413,291.7769973995164,293.0795152997598,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
90,0,90,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8490608995780349],[],[],[],[],[],[],,,,0,0,0,0,90,0,90,0,293.09488980006427,,,,,,,,,,,,293.07995750010014,293.09488980006427,0.00033579953014850616,293.09488980006427,293.29475959949195,293.5949844997376,293.5949844997376,293.5949844997376,293.61169609986246,293.92983069922775,0.5,normal,0.3490608995780349,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8490608995780349],293.9302377998829,293.94514769967645,0.00026219990104436874,294.2453783992678,295.3971475996077,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
91,0,91,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.9005595007911325],[],[],[],[],[],[],,,,0,0,0,0,91,0,91,0,295.4130934998393,,,,,,,,,,,,295.3974975999445,295.4130934998393,0.00025850068777799606,295.4130934998393,295.61329359933734,295.89709549956024,295.89709549956024,295.89709549956024,295.91366419941187,296.2988934991881,0.5,normal,0.40055950079113245,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.9005595007911325],296.2993788998574,296.31402039993554,0.0003329003229737282,296.61418409924954,297.5156223997474,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
92,0,92,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.3516634004190564],[],[],[],[],[],[],,,,0,0,0,0,92,0,92,0,297.53156829997897,,,,,,,,,,,,297.5159567994997,297.53156829997897,0.0002661999315023422,297.53156829997897,297.7317165993154,299.5166061995551,299.5166061995551,299.5166061995551,299.53327239956707,299.8685684995726,2,normal,0.3516634004190564,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.3516634004190564],299.8690291997045,299.88355979975313,0.0003255000337958336,300.18377359956503,301.30213839933276,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
93,0,93,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.385103300213814],[],[],[],[],[],[],,,,0,0,0,0,93,0,93,0,301.31818069983274,,,,,,,,,,,,301.3024957999587,301.31818069983274,0.00028960034251213074,301.31818069983274,301.5182307995856,303.30303759966046,303.30303759966046,303.30303759966046,303.3197951000184,303.6886776993051,2,normal,0.3851033002138138,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.385103300213814],303.6891137994826,303.70345789939165,0.0003078002482652664,304.00371519941837,305.2049001995474,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
94,0,94,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.3353920001536608],[],[],[],[],[],[],,,,0,0,0,0,94,0,94,0,305.2212844993919,,,,,,,,,,,,305.2052269997075,305.2212844993919,0.00025770068168640137,305.2212844993919,305.4215762997046,307.20635159965605,307.20635159965605,307.20635159965605,307.22301289997995,307.54145339969546,2,normal,0.3353920001536608,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.3353920001536608],307.54190669953823,307.55672689992934,0.0003078998997807503,307.85684749949723,309.1919122999534,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
95,0,95,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.335043399594724],[],[],[],[],[],[],,,,0,0,0,0,95,0,95,0,309.20777319930494,,,,,,,,,,,,309.19223639927804,309.20777319930494,0.00025799963623285294,309.20777319930494,309.40809599962085,311.1930970996618,311.1930970996618,311.1930970996618,311.2097514998168,311.528039499186,2,normal,0.3350433995947242,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.335043399594724],311.52848139964044,311.54333009943366,0.0002963002771139145,311.84373260010034,313.06191390007734,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
96,0,96,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[1.1005760999396443],[],[],[],[],[],[],,,,0,0,0,0,96,0,96,0,313.0778838992119,,,,,,,,,,,,313.06224909983575,313.0778838992119,0.00026490073651075363,313.0778838992119,313.27812749985605,313.5615413999185,313.5615413999185,313.5615413999185,313.57834079954773,314.1635392000899,0.5,normal,0.6005760999396443,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[1.1005760999396443],314.16389939934015,314.17881019972265,0.0002445001155138016,314.4789538998157,315.5307779991999,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
97,0,97,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.434993699193001],[],[],[],[],[],[],,,,0,0,0,0,97,0,97,0,315.546669899486,,,,,,,,,,,,315.5311025995761,315.546669899486,0.0002567991614341736,315.546669899486,315.7466933000833,317.53155189938843,317.53155189938843,317.53155189938843,317.5482560992241,317.9667476993054,2,normal,0.4349936991930008,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.434993699193001],317.9670851994306,317.98194109927863,0.00023959949612617493,318.28246789984405,319.5346133997664,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
98,0,98,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.3678820999339223],[],[],[],[],[],[],,,,0,0,0,0,98,0,98,0,319.55028879921883,,,,,,,,,,,,319.53499569930136,319.55028879921883,0.000283299945294857,319.55028879921883,319.7501888992265,321.5350509993732,321.5350509993732,321.5350509993732,321.5517139993608,321.903597000055,2,normal,0.3678820999339223,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[2.3678820999339223],321.9039754997939,321.91875539999455,0.00023400038480758667,322.21897580008954,323.27057819999754,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
99,0,99,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8837286997586489],[],[],[],[],[],[],,,,0,0,0,0,99,0,99,0,323.2865202995017,,,,,,,,,,,,323.2709090998396,323.2865202995017,0.00029530003666877747,323.2865202995017,323.48651430010796,323.77035509981215,323.77035509981215,323.77035509981215,323.787066699937,324.15565179940313,0.5,normal,0.3837286997586489,[-0.8888888888888888],[0.3074074074074074],[1],[0],[0],[0.8837286997586489],324.1560908993706,324.1708169998601,0.0003175996243953705,324.4706750996411,325.3726808996871,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
0,0,0,,,,,,,,,,,,,space,11.344440300017595,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.3943827999756,325.4069616999477,325.4069616999477,336.8330149995163,space,11.344440300017595,None,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
0,0,0,[-0.7935185185185185],[0.3416666666666667],[1],[0],[0],[0.8660518992692232],[],[],[],[],[],[],,,,1,0,1,0,0,0,0,0,336.8370741996914,,,,,,,,,,,,336.83345269970596,336.8370741996914,0.0004201997071504593,336.8370741996914,337.0480316998437,337.3482420993969,337.3482420993969,337.3482420993969,337.3648523995653,337.70016549993306,0.5,normal,0.3660518992692232,[-0.7935185185185185],[0.3416666666666667],[1],[0],[0],[0.8660518992692232],337.7005626000464,337.7151671992615,0.0002561993896961212,338.01544089987874,339.01581660006195,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
1,0,1,[-0.7935185185185185],[0.3416666666666667],[1],[0],[0],[2.3535209000110626],[],[],[],[],[],[],,,,1,0,1,0,1,0,1,0,339.03241440001875,,,,,,,,,,,,339.01594439987093,339.03241440001875,0.00010360032320022583,339.03241440001875,339.23314259946346,341.0183358993381,341.0183358993381,341.0183358993381,341.03462419938296,341.37017960008234,2,normal,0.3535209000110626,[-0.7935185185185185],[0.3416666666666667],[1],[0],[0],[2.3535209000110626],341.37057489994913,341.3849449995905,0.0002581002190709114,341.68555259983987,343.0371344992891,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
2,0,2,[-0.7935185185185185],[0.3416666666666667],[1],[0],[0],[2.3181413002312183],[],[],[],[],[],[],,,,1,0,1,0,2,0,2,0,343.0529868993908,,,,,,,,,,,,343.0374471992254,343.0529868993908,0.000250999815762043,343.0529868993908,343.25315609946847,345.0381193999201,345.0381193999201,345.0381193999201,345.05462040007114,345.3563466994092,2,normal,0.31814130023121834,[-0.7935185185185185],[0.3416666666666667],[1],[0],[0],[2.3181413002312183],345.35669589973986,345.37157949991524,0.0002259993925690651,345.6718496000394,347.0236865999177,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
3,0,3,[-0.7935185185185185],[0.3416666666666667],[1],[0],[0],[2.3347535002976656],[],[],[],[],[],[],,,,1,0,1,0,3,0,3,0,347.0396231999621,,,,,,,,,,,,347.0240245992318,347.0396231999621,0.00026659946888685226,347.0396231999621,347.2398398993537,349.0244240993634,349.0244240993634,349.0244240993634,349.041247099638,349.3594745993614,2,normal,0.3347535002976656,[-0.7935185185185185],[0.3416666666666667],[1],[0],[0],[2.3347535002976656],349.35980849992484,349.3748566992581,0.00021990016102790833,349.67498509958386,350.77676779963076,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
4,0,4,[-0.7935185185185185],[0.3416666666666667],[1],[0],[0],[2.3512347005307674],[],[],[],[],[],[],,,,1,0,1,0,4,0,4,0,350.79265849944204,,,,,,,,,,,,350.7771891998127,350.79265849944204,0.00027220044285058975,350.79265849944204,350.99283259920776,352.77764109987766,352.77764109987766,352.77764109987766,352.7942772991955,353.12934229988605,2,normal,0.35123470053076744,[-0.7935185185185185],[0.3416666666666667],[1],[0],[0],[2.3512347005307674],353.1299692997709,353.1447506994009,0.0004591001197695732,353.4448744999245,354.71337640006095,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
5,0,5,[-0.7935185185185185],[0.3416666666666667],[1],[0],[0],[2.3680557999759912],[],[],[],[],[],[],,,,1,0,1,0,5,0,5,0,354.7292778994888,,,,,,,,,,,,354.71371949929744,354.7292778994888,0.00026980042457580566,354.7292778994888,354.9295053994283,356.7143038995564,356.7143038995564,356.7143038995564,356.73094779998064,357.08258149959147,2,normal,0.36805579997599125,[-0.7935185185185185],[0.3416666666666667],[1],[0],[0],[2.3680557999759912],357.0830394998193,357.0979039995,0.00033270008862018585,357.39822129998356,358.5506875999272,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
