thisN,thisTrialN,thisRepN,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.002620900049805641,0.00838060025125742,0.0024108001962304115,1.5103575000539422,[-0.1259259259259259],[0.13333333333333333],[1],[0],[0],[1.507404699921608],,,,,,,,,,,,,,,,,,,,,,cinthia,001,2024-11-16_14h41.08.241,Foreperiod_task,2024.2.1post4,59.840071447276536,2024-11-16 14h41.15.891855 -0800,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.5267018005251884,,,,,,,,,,,,1.5119662005454302,1.5267018005251884,0.0015682997182011604,1.5267018005251884,1.5267018005251884,1.7274227999150753,2.9616026002913713,2.9616026002913713,2.9616026002913713,2.978516099974513,3.2302272003144026,1.445112471563157,surprise,0.2725155278096234,[-0.1259259259259259],[0.13333333333333333],[1],[0],[0],[1.7176279993727803],3.2306134002283216,,,,,,,,
