thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Intertrial_Mouse.x,Intertrial_Mouse.y,Intertrial_Mouse.leftButton,Intertrial_Mouse.midButton,Intertrial_Mouse.rightButton,Intertrial_Mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Mouse.started,Photodiode_2.stopped,Intertrial_Period.stopped,trials_2.Intertrial_Mouse.x,trials_2.Intertrial_Mouse.y,trials_2.Intertrial_Mouse.leftButton,trials_2.Intertrial_Mouse.midButton,trials_2.Intertrial_Mouse.rightButton,trials_2.Intertrial_Mouse.time,BREAK.started,key_resp_5.started,text_3.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,[-0.356875],[0.099375],[1],[0],[0],[0.03309820010326803],[],[],[],[],[],[],,,,4,0,4,0,6,0,6,0,162.77688700007275,,,,,,,,,,,,162.76634430000558,162.77688700007275,0.00024339999072253704,162.77688700007275,,,,,,162.80052609997801,1.038074327707981,task,-1.0049761276047129,[-0.356875],[0.099375],[1],[0],[0],[0.03309820010326803],162.80076440004632,162.81295090005733,0.00011240015737712383,163.1097715999931,164.02159150014631,[],[],[],[],[],[],,,,,,,,162.81295090005733,163.85412629996426,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
7,0,7,[-0.356875],[0.099375],[1],[0],[0],[2.443995400099084],[],[],[],[],[],[],,,,4,0,4,0,7,0,7,0,164.03180130012333,,,,,,,,,,,,164.02197220013477,164.03180130012333,0.00030329986475408077,164.03180130012333,164.23197420011275,166.02107880008407,166.02107880008407,166.02107880008407,166.03201960003935,166.46688800002448,2,task,0.4439954000990838,[-0.356875],[0.099375],[1],[0],[0],[2.443995400099084],166.46708089997992,166.47632410004735,9.159999899566174e-05,166.7763068000786,168.0431117999833,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
8,0,8,[-0.356875],[0.099375],[1],[0],[0],[1.0115507999435067],[],[],[],[],[],[],,,,4,0,4,0,8,0,8,0,168.052816899959,,,,,,,,,,,,168.04345430014655,168.052816899959,0.0002660001628100872,168.052816899959,168.2539254000876,168.54290700005367,168.54290700005367,168.54290700005367,168.55400390014984,169.05594410002232,0.5,task,0.5115507999435067,[-0.356875],[0.099375],[1],[0],[0],[1.0115507999435067],169.05620360001922,169.0650689001195,0.0001246000174432993,169.36510180006735,170.6107838000171,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
9,0,9,[-0.356875],[0.099375],[1],[0],[0],[0.9330447998363525],[],[],[],[],[],[],,,,4,0,4,0,9,0,9,0,170.62078480003402,,,,,,,,,,,,170.61111139995046,170.62078480003402,0.00025560008361935616,170.62078480003402,170.82046320009977,171.10979220014997,171.10979220014997,171.10979220014997,171.12088180007413,171.54509239993058,0.5,task,0.43304479983635247,[-0.356875],[0.099375],[1],[0],[0],[0.9330447998363525],171.54537170007825,171.55387710011564,0.00014020013622939587,171.85387120000087,173.18810479994863,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
4,0,4,,,,,,,,,,,,,space,0.6683835000731051,None,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.19092570012435,173.19845030014403,173.19845030014403,173.87737579992972,space,0.6683835000731051,None,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
0,0,0,[-0.356875],[0.099375],[1],[0],[0],[2.3550142999738455],[],[],[],[],[],[],,,,5,0,5,0,0,0,0,0,173.88729789992794,,,,,,,,,,,,173.87817239994183,173.88729789992794,0.0007810001261532307,173.88729789992794,174.0871644001454,175.8761682000477,175.8761682000477,175.8761682000477,175.88748729997315,176.23409210005775,2,task,0.3550142999738455,[-0.356875],[0.099375],[1],[0],[0],[2.3550142999738455],176.23433810006827,176.24282980011776,0.00011359993368387222,176.5428055000957,177.47685520001687,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
1,0,1,[-0.356875],[0.099375],[1],[0],[0],[0.9113604000303894],[],[],[],[],[],[],,,,5,0,5,0,1,0,1,0,177.48732540011406,,,,,,,,,,,,177.4770500001032,177.48732540011406,0.0001471999567002058,177.48732540011406,177.6871833000332,177.97640609997325,177.97640609997325,177.97640609997325,177.98743770015426,178.3894549999386,0.5,task,0.41136040003038943,[-0.356875],[0.099375],[1],[0],[0],[0.9113604000303894],178.38974130013958,178.3982210000977,0.00011499994434416294,178.69799440004863,179.5885320000816,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
2,0,2,[-0.356875],[0.099375],[1],[0],[0],[0.8882462000474334],[],[],[],[],[],[],,,,5,0,5,0,2,0,2,0,179.59843000001274,,,,,,,,,,,,179.58882170007564,179.59843000001274,0.00022409996017813683,179.59843000001274,179.79839990008622,180.08746980014257,180.08746980014257,180.08746980014257,180.0987573999446,180.47790280007757,0.5,task,0.3882462000474334,[-0.356875],[0.099375],[1],[0],[0],[0.8882462000474334],180.4781750999391,180.4870945001021,0.00013859989121556282,180.78720060014166,182.06606650003232,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
3,0,3,[-0.356875],[0.099375],[1],[0],[0],[0.8770572000648826],[],[],[],[],[],[],,,,5,0,5,0,3,0,3,0,182.0761742000468,,,,,,,,,,,,182.06641270010732,182.0761742000468,0.00027600000612437725,182.0761742000468,182.27597710001282,182.5649133999832,182.5649133999832,182.5649133999832,182.5761190999765,182.9443916999735,0.5,task,0.37705720006488264,[-0.356875],[0.099375],[1],[0],[0],[0.8770572000648826],182.94462680001743,182.95384340011515,0.00010850001126527786,183.2538976999931,184.43199050007388,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
4,0,4,[-0.356875],[0.099375],[1],[0],[0],[0.8894800001289696],[],[],[],[],[],[],,,,5,0,5,0,4,0,4,0,184.4427452001255,,,,,,,,,,,,184.43227019999176,184.4427452001255,0.00022869999520480633,184.4427452001255,184.64270059997216,184.93151940009557,184.93151940009557,184.93151940009557,184.9426788999699,185.3223852000665,0.5,task,0.38948000012896955,[-0.356875],[0.099375],[1],[0],[0],[0.8894800001289696],185.32250720006414,185.33150490000844,5.8900099247694016e-05,185.6313440001104,186.77677060011774,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
5,0,5,[-0.356875],[0.099375],[1],[0],[0],[2.3768544998019934],[],[],[],[],[],[],,,,5,0,5,0,5,0,5,0,186.7870758001227,,,,,,,,,,,,186.77703190012835,186.7870758001227,0.00020290003158152103,186.7870758001227,186.98700969992206,188.77609049994498,188.77609049994498,188.77609049994498,188.78731280006468,189.15439289994538,2,task,0.37685449980199337,[-0.356875],[0.099375],[1],[0],[0],[2.3768544998019934],189.1545301999431,189.16442460007966,5.8399979025125504e-05,189.46481700008735,190.82092630001716,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
6,0,6,[-0.356875],[0.099375],[1],[0],[0],[2.4220537000801414],[],[],[],[],[],[],,,,5,0,5,0,6,0,6,0,190.83144930005074,,,,,,,,,,,,190.82122000004165,190.83144930005074,0.00023959996178746223,190.83144930005074,191.03153309994377,192.8205208000727,192.8205208000727,192.8205208000727,192.83159369998612,193.2440615000669,2,task,0.4220537000801414,[-0.356875],[0.099375],[1],[0],[0],[2.4220537000801414],193.24422800005414,193.25357030006126,8.020014502108097e-05,193.5535256001167,194.83183129993267,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
7,0,7,[-0.356875],[0.099375],[1],[0],[0],[2.4119438000489026],[],[],[],[],[],[],,,,5,0,5,0,7,0,7,0,194.84262689994648,,,,,,,,,,,,194.8320861000102,194.84262689994648,0.00019890000112354755,194.84262689994648,195.0425482999999,196.83166599995457,196.83166599995457,196.83166599995457,196.84274160000496,197.24509710003622,2,task,0.41194380004890263,[-0.356875],[0.099375],[1],[0],[0],[2.4119438000489026],197.24546210002154,197.25364270014688,0.0001604999415576458,197.55363789992407,198.4654725000728,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
8,0,8,[-0.356875],[0.099375],[1],[0],[0],[0.9219634002074599],[],[],[],[],[],[],,,,5,0,5,0,8,0,8,0,198.47576580010355,,,,,,,,,,,,198.46578660001978,198.47576580010355,0.00025410018861293793,198.47576580010355,198.67587930010632,198.96483840001747,198.96483840001747,198.96483840001747,198.97594480006956,199.38840780011378,0.5,task,0.4219634002074599,[-0.356875],[0.099375],[1],[0],[0],[0.9219634002074599],199.38859590003267,199.3979311999865,8.299993351101875e-05,199.6978048000019,200.64352939999662,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
9,0,9,[-0.356875],[0.099375],[1],[0],[0],[1.7112863999791443],[],[],[],[],[],[],,,,5,0,5,0,9,0,9,0,200.65342120011337,,,,,,,,,,,,200.64384789997712,200.65342120011337,0.00024969992227852345,200.65342120011337,200.85341780004092,201.9871704999823,201.9871704999823,201.9871704999823,201.99816099996679,202.35602049995214,1.3485280617691373,task,0.362758338210007,[-0.356875],[0.099375],[1],[0],[0],[1.7112863999791443],202.3562108001206,202.3645367999561,8.850009180605412e-05,202.66445089993067,203.66538919997402,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
5,0,5,,,,,,,,,,,,,space,0.7596942998934537,None,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.66840269998647,203.6758250000421,203.6758250000421,204.44401219999418,space,0.7596942998934537,None,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
0,0,0,[-0.356875],[0.099375],[1],[0],[0],[2.3991938999388367],[],[],[],[],[],[],,,,6,0,6,0,0,0,0,0,204.45348970009945,,,,,,,,,,,,204.44453640002757,204.45348970009945,0.0005040999967604876,204.45348970009945,204.653524100082,206.44253890006803,206.44253890006803,206.44253890006803,206.45378919993527,206.84453479992226,2,task,0.3991938999388367,[-0.356875],[0.099375],[1],[0],[0],[2.3991938999388367],206.84480209997855,206.85359600000083,0.00011439993977546692,207.153239000123,208.37559810001403,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
1,0,1,[-0.356875],[0.099375],[1],[0],[0],[2.4116876998450607],[],[],[],[],[],[],,,,6,0,6,0,1,0,1,0,208.3865996999666,,,,,,,,,,,,208.37571960012428,208.3865996999666,9.429990313947201e-05,208.3865996999666,208.58686799998395,210.3754352000542,210.3754352000542,210.3754352000542,210.38657349999994,210.78795949998312,2,task,0.4116876998450607,[-0.356875],[0.099375],[1],[0],[0],[2.4116876998450607],210.78817060007714,210.79743909998797,9.58999153226614e-05,211.09764420008287,212.20946480007842,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
2,0,2,[-0.356875],[0.099375],[1],[0],[0],[0.9667279999703169],[],[],[],[],[],[],,,,6,0,6,0,2,0,2,0,212.2200204001274,,,,,,,,,,,,212.2098137999419,212.2200204001274,0.000286600086838007,212.2200204001274,212.4200242999941,212.70923310006037,212.70923310006037,212.70923310006037,212.72031440003775,213.17764030001126,0.5,task,0.4667279999703169,[-0.356875],[0.099375],[1],[0],[0],[0.9667279999703169],213.1779652000405,213.18676310009323,0.00013100006617605686,213.4864064999856,214.7541567001026,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
3,0,3,[-0.356875],[0.099375],[1],[0],[0],[0.9328875998035073],[],[],[],[],[],[],,,,6,0,6,0,3,0,3,0,214.7645346999634,,,,,,,,,,,,214.75442350003868,214.7645346999634,0.00019979989156126976,214.7645346999634,214.96439320011996,215.25362390000373,215.25362390000373,215.25362390000373,215.26467059995048,215.68816299992613,0.5,task,0.43288759980350733,[-0.356875],[0.099375],[1],[0],[0],[0.9328875998035073],215.6883612999227,215.69777440000325,9.059999138116837e-05,215.99775750003755,217.15376999997534,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
4,0,4,[-0.356875],[0.099375],[1],[0],[0],[2.422721700044349],[],[],[],[],[],[],,,,6,0,6,0,4,0,4,0,217.16448720009066,,,,,,,,,,,,217.15390269993804,217.16448720009066,0.0001012999564409256,217.16448720009066,217.36446120007895,219.15313989995047,219.15313989995047,219.15313989995047,219.1642233999446,219.57741779997014,2,task,0.42272170004434884,[-0.356875],[0.099375],[1],[0],[0],[2.422721700044349],219.5776705001481,219.58653410011902,0.00011499994434416294,219.88672980014235,221.10953010013327,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
5,0,5,[-0.356875],[0.099375],[1],[0],[0],[0.9111887000035495],[],[],[],[],[],[],,,,6,0,6,0,5,0,5,0,221.11986320000142,,,,,,,,,,,,221.10980380000547,221.11986320000142,0.0002180000301450491,221.11986320000142,221.31994529999793,221.6089018001221,221.6089018001221,221.6089018001221,221.61996549996547,222.02185250003822,0.5,task,0.41118870000354946,[-0.356875],[0.099375],[1],[0],[0],[0.9111887000035495],222.02208920009434,222.03102990007028,0.00012199999764561653,222.3309832001105,223.4872332001105,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
6,0,6,[-0.356875],[0.099375],[1],[0],[0],[0.9203021000139415],[],[],[],[],[],[],,,,6,0,6,0,6,0,6,0,223.4974684000481,,,,,,,,,,,,223.4874492001254,223.4974684000481,0.00016729999333620071,223.4974684000481,223.69763780012727,223.98683000006713,223.98683000006713,223.98683000006713,223.99782470008358,224.40845030010678,0.5,task,0.4203021000139415,[-0.356875],[0.099375],[1],[0],[0],[0.9203021000139415],224.4086496999953,224.41966670006514,9.119999594986439e-05,224.71976800006814,225.7643548999913,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
7,0,7,[-0.356875],[0.099375],[1],[0],[0],[0.8788541001267731],[],[],[],[],[],[],,,,6,0,6,0,7,0,7,0,225.77521560015157,,,,,,,,,,,,225.76452339999378,225.77521560015157,0.000130500178784132,225.77521560015157,225.97542600007728,226.2646381999366,226.2646381999366,226.2646381999366,226.2756910000462,226.64409160008654,0.5,task,0.3788541001267731,[-0.356875],[0.099375],[1],[0],[0],[0.8788541001267731],226.64432570012286,226.6531316000037,0.00013340008445084095,226.95306179998443,227.95369530003518,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
8,0,8,[-0.356875],[0.099375],[1],[0],[0],[2.3562509999610484],[],[],[],[],[],[],,,,6,0,6,0,8,0,8,0,227.9641289000865,,,,,,,,,,,,227.9540091000963,227.9641289000865,0.0002855001948773861,227.9641289000865,228.16407050006092,229.95334640005603,229.95334640005603,229.95334640005603,229.96443430008367,230.3108787999954,2,task,0.35625099996104836,[-0.356875],[0.099375],[1],[0],[0],[2.3562509999610484],230.31102080014534,230.31949999998324,7.449998520314693e-05,230.61983550013974,231.59775019995868,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
9,0,9,[-0.356875],[0.099375],[1],[0],[0],[0.8671428000088781],[],[],[],[],[],[],,,,6,0,6,0,9,0,9,0,231.60846190014854,,,,,,,,,,,,231.59789770003408,231.60846190014854,0.000112100038677454,231.60846190014854,231.80836110003293,232.0973008000292,232.0973008000292,232.0973008000292,232.10843949997798,232.46582909999415,0.5,task,0.3671428000088781,[-0.356875],[0.099375],[1],[0],[0],[0.8671428000088781],232.46609240002,232.475317500066,0.00012529990635812283,232.77502249996178,233.9314495001454,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
6,0,6,,,,,,,,,,,,,space,0.776908400002867,None,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.93538679997437,233.9418107001111,233.9418107001111,234.72121510002762,space,0.776908400002867,None,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
0,0,0,[-0.356875],[0.099375],[1],[0],[0],[1.10951630002819],[],[],[],[],[],[],,,,7,0,7,0,0,0,0,0,234.73082670010626,,,,,,,,,,,,234.72178220003843,234.73082670010626,0.0005463000852614641,234.73082670010626,234.93073080014437,235.2199466000311,235.2199466000311,235.2199466000311,235.23093300010078,235.83232809999026,0.5,task,0.60951630002819,[-0.356875],[0.099375],[1],[0],[0],[1.10951630002819],235.83264559996314,235.8420462999493,0.00013229995965957642,236.14197120000608,237.37634970014915,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
1,0,1,[-0.356875],[0.099375],[1],[0],[0],[0.8881488998886198],[],[],[],[],[],[],,,,7,0,7,0,1,0,1,0,237.3862572000362,,,,,,,,,,,,237.37662600004114,237.3862572000362,0.00021610013209283352,237.3862572000362,237.58635860006325,237.8751082001254,237.8751082001254,237.8751082001254,237.8862864000257,238.26560829998925,0.5,task,0.3881488998886198,[-0.356875],[0.099375],[1],[0],[0],[0.8881488998886198],238.2658311999403,238.2751571999397,0.00010149995796382427,238.57509890012443,239.74263969995081,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
2,0,2,[-0.356875],[0.099375],[1],[0],[0],[0.15503240004181862],[],[],[],[],[],[],,,,7,0,7,0,2,0,2,0,239.7531125000678,,,,,,,,,,,,239.74303469993174,239.7531125000678,0.0003129001706838608,239.7531125000678,,,,,,239.8990269000642,2,task,-1.8449675999581814,[-0.356875],[0.099375],[1],[0],[0],[0.15503240004181862],239.89923910005018,239.9085796000436,9.900005534291267e-05,240.2088381999638,241.3540217000991,[],[],[],[],[],[],,,,,,,,239.9085796000436,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
3,0,3,[-0.356875],[0.099375],[1],[0],[0],[0.8662572000175714],[],[],[],[],[],[],,,,7,0,7,0,3,0,3,0,241.36409769998863,,,,,,,,,,,,241.35432919999585,241.36409769998863,0.00022070016711950302,241.36409769998863,241.56413529999554,241.85319530009292,241.85319530009292,241.85319530009292,241.86424869997427,242.22138560004532,0.5,task,0.36625720001757145,[-0.356875],[0.099375],[1],[0],[0],[0.8662572000175714],242.22158659994602,242.23054959997535,9.58999153226614e-05,242.53079430013895,243.47585709998384,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
4,0,4,[-0.356875],[0.099375],[1],[0],[0],[2.4223243000451475],[],[],[],[],[],[],,,,7,0,7,0,4,0,4,0,243.48584010009654,,,,,,,,,,,,243.47624720004387,243.48584010009654,0.0002671999391168356,243.48584010009654,243.6862685000524,245.4753487999551,245.4753487999551,245.4753487999551,245.486501700012,245.8994481000118,2,task,0.42232430004514754,[-0.356875],[0.099375],[1],[0],[0],[2.4223243000451475],245.89971449994482,245.90831560012884,0.00012159999459981918,246.2083338999655,247.27608390012756,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
5,0,5,[-0.356875],[0.099375],[1],[0],[0],[0.8552810999099165],[],[],[],[],[],[],,,,7,0,7,0,5,0,5,0,247.28610990010202,,,,,,,,,,,,247.27642190014012,247.28610990010202,0.0002677999436855316,247.28610990010202,247.48629819997586,247.77518190001138,247.77518190001138,247.77518190001138,247.78630769997835,248.1324436001014,0.5,task,0.3552810999099165,[-0.356875],[0.099375],[1],[0],[0],[0.8552810999099165],248.13268949999474,248.14175059995614,0.00011239992454648018,248.44046750012785,249.38709850003943,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
6,0,6,[-0.356875],[0.099375],[1],[0],[0],[2.354738099966198],[],[],[],[],[],[],,,,7,0,7,0,6,0,6,0,249.3973046001047,,,,,,,,,,,,249.38745049992576,249.3973046001047,0.0002598999999463558,249.3973046001047,249.59715109993704,251.38641800009646,251.38641800009646,251.38641800009646,251.39741410012357,251.7431731999386,2,task,0.3547380999661982,[-0.356875],[0.099375],[1],[0],[0],[2.354738099966198],251.7435368001461,251.75268959999084,0.0001629998441785574,252.0526978999842,253.1866884001065,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
7,0,7,[-0.356875],[0.099375],[1],[0],[0],[2.388938399963081],[],[],[],[],[],[],,,,7,0,7,0,7,0,7,0,253.19714860012755,,,,,,,,,,,,253.18700079992414,253.19714860012755,0.0002601000014692545,253.19714860012755,253.3973082001321,255.18636410008185,255.18636410008185,255.18636410008185,255.19743880000897,255.5770292999223,2,task,0.3889383999630809,[-0.356875],[0.099375],[1],[0],[0],[2.388938399963081],255.57729119993746,255.58615679992363,0.00012019998393952847,255.88594900001772,257.10915699996985,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
8,0,8,[-0.356875],[0.099375],[1],[0],[0],[1.6664587000850588],[],[],[],[],[],[],,,,7,0,7,0,8,0,8,0,257.11953580006957,,,,,,,,,,,,257.10945440013893,257.11953580006957,0.00023570004850625992,257.11953580006957,257.31957469996996,258.2973524001427,258.2973524001427,258.2973524001427,258.3084593999665,258.77667970000766,1.1932556279179485,task,0.47320307216711033,[-0.356875],[0.099375],[1],[0],[0],[1.6664587000850588],258.77679980010726,258.7859743000008,6.240000948309898e-05,259.0858976999298,260.36327060009353,[],[],[],[],[],[],,,,,,,,,,819959,001,2025-02-03_07h53.57.787,Foreperiod_task,2024.2.4,89.94747050760718,2025-02-03 07h54.05.421516 -0800,
9,0,9,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
