thisN,thisTrialN,thisRepN,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.0025752000510692596,0.00815190002322197,0.002414199523627758,0.5273125004023314,[-0.05185185185185185],[0.026851851851851852],[1],[0],[0],[0.5242544999346137],,,,,,,,,,,,,,,,,,,,,226807,001,2024-11-16_14h43.45.253,Foreperiod_task,2024.2.1post4,59.985015782589834,2024-11-16 14h43.48.475750 -0800,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.542590900324285,,,,,,,,,,,,0.5296853007748723,0.542590900324285,0.0022884001955389977,0.542590900324285,0.7430510008707643,1.027037000283599,1.027037000283599,1.027037000283599,1.0438181003555655,1.2952633006498218,0.5,normal,0.26486239954829216,[-0.05185185185185185],[0.021296296296296296],[1],[0],[0],[0.7648623995482922],1.2957020001485944,,,,,,,,
