thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Intertrial_Mouse.x,Intertrial_Mouse.y,Intertrial_Mouse.leftButton,Intertrial_Mouse.midButton,Intertrial_Mouse.rightButton,Intertrial_Mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Mouse.started,Photodiode_2.stopped,Intertrial_Period.stopped,trials_2.Intertrial_Mouse.x,trials_2.Intertrial_Mouse.y,trials_2.Intertrial_Mouse.leftButton,trials_2.Intertrial_Mouse.midButton,trials_2.Intertrial_Mouse.rightButton,trials_2.Intertrial_Mouse.time,BREAK.started,key_resp_5.started,text_3.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004406900145113468,0.020405699964612722,0.0041601997800171375,0.6749749002046883,[-0.10833333333333334],[0.028333333333333332],[1],[0],[0],[0.6700720000080764],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
0,0,0,[-0.10833333333333334],[0.03],[1],[0],[0],[1.3640848002396524],[],[],[],[],[],[],,,,0,0,0,0,0,0,0,0,0.6882111001759768,,,,,,,,,,,,0.6755934003740549,0.6882111001759768,0.0005298000760376453,0.6882111001759768,0.8879575002938509,1.1877739001065493,1.1877739001065493,1.1877739001065493,1.203981100115925,2.0402569002471864,0.5,task,0.8640848002396524,[-0.10833333333333334],[0.03],[1],[0],[0],[1.3640848002396524],2.0404618000611663,2.054456400219351,9.479979053139687e-05,2.3546421001665294,3.6880852999165654,[],[],[],[],[],[],,,,,,,,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
0,0,0,,,,,,,,,,,,,space,0.5978449997492135,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.688677000347525,3.7035539001226425,3.7035539001226425,4.305275400169194,space,0.5978449997492135,None,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
0,0,0,[-0.11166666666666666],[0.03833333333333333],[1],[0],[0],[2.2684368998743594],[],[],[],[],[],[],,,,1,0,1,0,0,0,0,0,4.320716000162065,,,,,,,,,,,,4.305494700092822,4.320716000162065,0.00021299999207258224,4.320716000162065,4.521534200292081,6.320689000189304,6.320689000189304,6.320689000189304,6.33759960019961,6.5743435001932085,2,task,0.26843689987435937,[-0.11166666666666666],[0.03833333333333333],[1],[0],[0],[2.2684368998743594],6.574498299974948,6.588167200330645,6.720004603266716e-05,6.887680400162935,7.806221300270408,[],[],[],[],[],[],,,,,,,,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
1,0,1,,,,,,,,,,,,,space,0.48065010039135814,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.806736700236797,7.8211658000946045,7.8211658000946045,8.305945300031453,space,0.48065010039135814,None,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
0,0,0,[-0.11166666666666666],[0.04],[1],[0],[0],[1.4192657000385225],[],[],[],[],[],[],,,,2,0,2,0,0,0,0,0,8.320985400117934,,,,,,,,,,,,8.306157300248742,8.320985400117934,0.00019950000569224358,8.320985400117934,8.520342400297523,9.471248300280422,9.471248300280422,9.471248300280422,9.487604200374335,9.72615860030055,1.1591703796892674,task,0.2600953203492551,[-0.11166666666666666],[0.04],[1],[0],[0],[1.4192657000385225],9.726377400103956,9.738020600285381,7.250020280480385e-05,10.038174299988896,11.241779600270092,[],[],[],[],[],[],,,,,,,,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
2,0,2,,,,,,,,,,,,,space,0.7423895997926593,None,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.243056000210345,11.254752200096846,11.254752200096846,12.00532709993422,space,0.7423895997926593,None,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
0,0,0,[-0.11166666666666666],[0.041666666666666664],[1],[0],[0],[0.7847556001506746],[],[],[],[],[],[],,,,3,0,3,0,0,0,0,0,12.020571700297296,,,,,,,,,,,,12.005529100075364,12.020571700297296,0.00019249971956014633,12.020571700297296,12.220416100230068,12.521050400100648,12.521050400100648,12.521050400100648,12.537782900035381,12.790646400302649,0.5,task,0.2847556001506746,[-0.11166666666666666],[0.041666666666666664],[1],[0],[0],[0.7847556001506746],12.790745400357991,12.803890500217676,4.5999884605407715e-05,13.1039905003272,14.021955700125545,[],[],[],[],[],[],,,,,,,,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
3,0,3,,,,,,,,,,,,,space,0.5437082997523248,None,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.022660900373012,14.037175400182605,14.037175400182605,14.591809100005776,space,0.5437082997523248,None,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
0,0,0,[-0.11333333333333333],[0.04666666666666667],[1],[0],[0],[1.2978861997835338],[],[],[],[],[],[],,,,4,0,4,0,0,0,0,0,14.604322799947113,,,,,,,,,,,,14.592184000182897,14.604322799947113,0.0003614998422563076,14.604322799947113,14.804333799984306,15.654794299975038,15.654794299975038,15.654794299975038,15.67147420020774,15.890533500351012,1.046699136610422,task,0.2511870631731119,[-0.11333333333333333],[0.04666666666666667],[1],[0],[0],[1.2978861997835338],15.890704800374806,15.904720900114626,7.589999586343765e-05,16.20483659999445,17.373378400225192,[],[],[],[],[],[],,,,,,,,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
4,0,4,,,,,,,,,,,,,space,0.9461945001967251,None,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.374824500177056,17.387962399981916,17.387962399981916,18.342077900189906,space,0.9461945001967251,None,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
0,0,0,[-0.11333333333333333],[0.04666666666666667],[1],[0],[0],[0.7634352999739349],[],[],[],[],[],[],,,,5,0,5,0,0,0,0,0,18.35468660015613,,,,,,,,,,,,18.34253970021382,18.35468660015613,0.0004421002231538296,18.35468660015613,18.55461690016091,18.85498240031302,18.85498240031302,18.85498240031302,18.871503400150687,19.106330000329763,0.5,task,0.2634352999739349,[-0.11333333333333333],[0.04666666666666667],[1],[0],[0],[0.7634352999739349],19.106434300076216,19.12079910002649,4.7099776566028595e-05,19.421066800132394,20.423881200142205,[],[],[],[],[],[],,,,,,,,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
5,0,5,,,,,,,,,,,,,space,0.5116623998619616,None,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.42492330027744,20.437603800091892,20.437603800091892,20.957770500332117,space,0.5116623998619616,None,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
0,0,0,[-0.11333333333333333],[0.04833333333333333],[1],[0],[0],[2.4000264001078904],[],[],[],[],[],[],,,,6,0,6,0,0,0,0,0,20.970475899986923,,,,,,,,,,,,20.958210099954158,20.970475899986923,0.00041999993845820427,20.970475899986923,21.17154820030555,22.971380800008774,22.971380800008774,22.971380800008774,22.988061900250614,23.358607000205666,2,task,0.40002640010789037,[-0.11333333333333333],[0.04833333333333333],[1],[0],[0],[2.4000264001078904],23.358712300192565,23.37126940023154,4.79002483189106e-05,23.67099540028721,24.64127780031413,[],[],[],[],[],[],,,,,,,,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
6,0,6,,,,,,,,,,,,,space,0.4308401998132467,None,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.64244810026139,24.654378300067037,24.654378300067037,25.09179890016094,space,0.4308401998132467,None,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
0,0,0,[-0.11333333333333333],[0.04833333333333333],[1],[0],[0],[2.3136877999641],[],[],[],[],[],[],,,,7,0,7,0,0,0,0,0,25.103920500259846,,,,,,,,,,,,25.092113899998367,25.103920500259846,0.0002732998691499233,25.103920500259846,25.304739099927247,27.10455230018124,27.10455230018124,27.10455230018124,27.12068000016734,27.406468499917537,2,task,0.3136877999641001,[-0.11333333333333333],[0.04833333333333333],[1],[0],[0],[2.3136877999641],27.406738600227982,27.42141090007499,0.000112100038677454,27.721307400148362,28.70813739998266,[],[],[],[],[],[],,,,,,,,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
7,0,7,,,,,,,,,,,,,space,2.069818399846554,None,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.709267400205135,28.720240900292993,28.720240900292993,30.792047300375998,space,2.069818399846554,None,361425,001,2025-02-28_08h34.48.556,Foreperiod_task,2024.2.1post4,59.650068782955564,2025-02-28 08h34.52.955367 -0800,
