thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Intertrial_Mouse.x,Intertrial_Mouse.y,Intertrial_Mouse.leftButton,Intertrial_Mouse.midButton,Intertrial_Mouse.rightButton,Intertrial_Mouse.time,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Mouse.started,Photodiode_2.stopped,Intertrial_Period.stopped,trials_2.Intertrial_Mouse.x,trials_2.Intertrial_Mouse.y,trials_2.Intertrial_Mouse.leftButton,trials_2.Intertrial_Mouse.midButton,trials_2.Intertrial_Mouse.rightButton,trials_2.Intertrial_Mouse.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,0,9,[-0.1712962962962963],[-0.04537037037037037],[1],[0],[0],[2.2822805999894626],[],[],[],[],[],[],0,0,0,0,9,0,9,0,35.707141599967144,,,,,,,,,,,,35.692076899984386,35.707141599967144,0.0003168000257574022,35.707141599967144,35.90699390001828,37.70700709999073,37.70700709999073,37.70700709999073,37.723668100021314,37.97509929997614,2,task,0.28228059998946264,[-0.1712962962962963],[-0.04537037037037037],[1],[0],[0],[2.2822805999894626],37.97547040000791,37.99029079999309,0.00023509998572990298,38.29032209998695,39.1744725999888,[],[],[],[],[],[],338801,001,2025-01-28_11h28.09.343,Foreperiod_task,2024.2.1post4,60.007909046748985,2025-01-28 11h28.15.068366 -0800,
10,0,10,[-0.1712962962962963],[-0.04537037037037037],[1],[0],[0],[2.3331859999452718],[],[],[],[],[],[],0,0,0,0,10,0,10,0,39.19042300002184,,,,,,,,,,,,39.174761899979785,39.19042300002184,0.00022410001838579774,39.19042300002184,39.390311800001655,41.173866499972064,41.173866499972064,41.173866499972064,41.19032619998325,41.50890030001756,2,task,0.33318599994527176,[-0.1712962962962963],[-0.04537037037037037],[1],[0],[0],[2.3331859999452718],41.50940629997058,41.523827800003346,0.0003597000031732023,41.82369930000277,42.94107800000347,[],[],[],[],[],[],338801,001,2025-01-28_11h28.09.343,Foreperiod_task,2024.2.1post4,60.007909046748985,2025-01-28 11h28.15.068366 -0800,
11,0,11,[-0.1712962962962963],[-0.04537037037037037],[1],[0],[0],[2.3166183999856003],[],[],[],[],[],[],0,0,0,0,11,0,11,0,42.956959299976006,,,,,,,,,,,,42.94137439999031,42.956959299976006,0.0002136999974027276,42.956959299976006,43.15701229998376,44.94043119996786,44.94043119996786,44.94043119996786,44.9579117000103,45.25880959996721,2,task,0.31661839998560026,[-0.1712962962962963],[-0.04537037037037037],[1],[0],[0],[2.3166183999856003],45.25924980000127,45.273830999969505,0.0002937999670393765,45.573856899980456,46.908174799988046,[],[],[],[],[],[],338801,001,2025-01-28_11h28.09.343,Foreperiod_task,2024.2.1post4,60.007909046748985,2025-01-28 11h28.15.068366 -0800,
12,0,12,[-0.1712962962962963],[-0.044444444444444446],[1],[0],[0],[2.266354700026568],[],[],[],[],[],[],0,0,0,0,12,0,12,0,46.92364459997043,,,,,,,,,,,,46.908497700002044,46.92364459997043,0.00024580000899732113,46.92364459997043,47.124248299980536,48.923874699976295,48.923874699976295,48.923874699976295,48.94038769998588,49.175665399990976,2,task,0.266354700026568,[-0.1712962962962963],[-0.044444444444444446],[1],[0],[0],[2.266354700026568],49.176057900011074,49.19043660000898,0.00024390005273744464,49.490265399974305,50.47485170001164,[],[],[],[],[],[],338801,001,2025-01-28_11h28.09.343,Foreperiod_task,2024.2.1post4,60.007909046748985,2025-01-28 11h28.15.068366 -0800,
13,0,13,[-0.18425925925925926],[-0.05185185185185185],[1],[0],[0],[2.3493415999691933],[],[],[],[],[],[],0,0,0,0,13,0,13,0,50.49031019996619,,,,,,,,,,,,50.47518989996752,50.49031019996619,0.00027329998556524515,50.49031019996619,50.69048980000662,52.49055779998889,52.49055779998889,52.49055779998889,52.506726999999955,52.8253988000215,2,task,0.34934159996919334,[-0.18425925925925926],[-0.05185185185185185],[1],[0],[0],[2.3493415999691933],52.82591100002173,52.84057539998321,0.0003704000264406204,53.14043149998179,54.30832010001177,[],[],[],[],[],[],338801,001,2025-01-28_11h28.09.343,Foreperiod_task,2024.2.1post4,60.007909046748985,2025-01-28 11h28.15.068366 -0800,
14,0,14,[-0.18796296296296297],[-0.05925925925925926],[1],[0],[0],[2.3164125999901444],[],[],[],[],[],[],0,0,0,0,14,0,14,0,54.323701999965124,,,,,,,,,,,,54.30860869999742,54.323701999965124,0.00021180004114285111,54.323701999965124,54.523718899989035,56.32376180001302,56.32376180001302,56.32376180001302,56.34048780001467,56.625851100019645,2,task,0.31641259999014437,[-0.18796296296296297],[-0.05925925925925926],[1],[0],[0],[2.3164125999901444],56.62633990001632,56.640517799998634,0.00032950000604614615,56.94110300001921,58.04155189997982,[],[],[],[],[],[],338801,001,2025-01-28_11h28.09.343,Foreperiod_task,2024.2.1post4,60.007909046748985,2025-01-28 11h28.15.068366 -0800,
15,0,15,[-0.17222222222222222],[-0.040740740740740744],[1],[0],[0],[2.266335699998308],[],[],[],[],[],[],0,0,0,0,15,0,15,0,58.05710699997144,,,,,,,,,,,,58.0418389000115,58.05710699997144,0.00021999998716637492,58.05710699997144,58.25721529999282,60.05711519997567,60.05711519997567,60.05711519997567,60.073782499996014,60.3090565999737,2,task,0.266335699998308,[-0.17222222222222222],[-0.040740740740740744],[1],[0],[0],[2.266335699998308],60.30961489997571,60.32394089997979,0.00039140001172199845,60.62379699997837,61.95769150002161,[],[],[],[],[],[],338801,001,2025-01-28_11h28.09.343,Foreperiod_task,2024.2.1post4,60.007909046748985,2025-01-28 11h28.15.068366 -0800,
16,0,16,[-0.17777777777777778],[-0.03796296296296296],[1],[0],[0],[2.349874000006821],[],[],[],[],[],[],0,0,0,0,16,0,16,0,61.97388070001034,,,,,,,,,,,,61.958056000003126,61.97388070001034,0.00028199999360367656,61.97388070001034,62.173736199969426,63.9571394000086,63.9571394000086,63.9571394000086,63.9737684999709,64.30877990002045,2,task,0.349874000006821,[-0.17777777777777778],[-0.03796296296296296],[1],[0],[0],[2.349874000006821],64.30930199997965,64.32371440000134,0.00038670003414154053,64.62385440000799,65.89126319997013,[],[],[],[],[],[],338801,001,2025-01-28_11h28.09.343,Foreperiod_task,2024.2.1post4,60.007909046748985,2025-01-28 11h28.15.068366 -0800,
17,0,17,[-0.17962962962962964],[-0.03796296296296296],[1],[0],[0],[3.282972000015434],[],[],[],[],[],[],0,0,0,0,17,0,17,0,65.9071971999947,,,,,,,,,,,,65.89159640000435,65.9071971999947,0.0002533000078983605,65.9071971999947,66.10703139996622,67.907426699996,67.907426699996,67.907426699996,67.92394950002199,69.17530549998628,2,task,1.2829720000154339,[-0.17962962962962964],[-0.03796296296296296],[1],[0],[0],[3.282972000015434],69.17577079997864,69.19052950001787,0.00034629995934665203,69.4903252000222,70.72506640001666,[],[],[],[],[],[],338801,001,2025-01-28_11h28.09.343,Foreperiod_task,2024.2.1post4,60.007909046748985,2025-01-28 11h28.15.068366 -0800,
18,0,18,[-0.17962962962962964],[-0.03611111111111111],[1],[0],[0],[2.4161529000266455],[],[],[],[],[],[],0,0,0,0,18,0,18,0,70.74048520001816,,,,,,,,,,,,70.72538060002262,70.74048520001816,0.00023479998344555497,70.74048520001816,70.94041179999476,72.74047959997552,72.74047959997552,72.74047959997552,72.75710069999332,73.1423356999876,2,task,0.4161529000266455,[-0.17962962962962964],[-0.03611111111111111],[1],[0],[0],[2.4161529000266455],73.14280199998757,73.15714919997845,0.0003299000090919435,73.45711459999438,74.40784890000941,[],[],[],[],[],[],338801,001,2025-01-28_11h28.09.343,Foreperiod_task,2024.2.1post4,60.007909046748985,2025-01-28 11h28.15.068366 -0800,
19,0,19,[-0.15555555555555556],[-0.025925925925925925],[1],[0],[0],[2.333313899987843],[],[],[],[],[],[],0,0,0,0,19,0,19,0,74.42376069998136,,,,,,,,,,,,74.40815560001647,74.42376069998136,0.00023150001652538776,74.42376069998136,74.62386849999893,76.40708259999519,76.40708259999519,76.40708259999519,76.42392989998916,76.74228110001422,2,task,0.3333138999878429,[-0.15555555555555556],[-0.025925925925925925],[1],[0],[0],[2.333313899987843],76.74283609999111,76.7571494000149,0.00039249996189028025,77.05719269998372,78.10778610000852,[],[],[],[],[],[],338801,001,2025-01-28_11h28.09.343,Foreperiod_task,2024.2.1post4,60.007909046748985,2025-01-28 11h28.15.068366 -0800,
20,0,20,,,,,,,,,,,,,,,,,20,0,20,0,78.12419629999204,,,,,,,,,,,,78.1080823999946,78.12419629999204,0.0002243000199086964,78.12419629999204,78.32371299999068,80.10713359998772,80.10713359998772,80.10713359998772,80.12378339999123,80.59225149999838,2,task,0.48331250000046566,[-0.1537037037037037],[-0.025925925925925925],[1],[0],[0],[2.4833125000004657],80.59282540000277,80.60717899998417,0.00039000000106170774,80.90725559997372,,,,,,,,,,,,,,,
