thisN,thisTrialN,thisRepN,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.010539699986111373,0.027087200025562197,0.010386500041931868,2.964719999989029,[-0.19],[-0.36833333333333335],[1],[0],[0],[2.9537779000238515],861722,001,2025-01-28_11h36.14.279,Foreperiod_task,2024.2.1post4,60.03673048580572,2025-01-28 11h36.19.917257 -0800,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
