thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Intertrial_Mouse.x,Intertrial_Mouse.y,Intertrial_Mouse.leftButton,Intertrial_Mouse.midButton,Intertrial_Mouse.rightButton,Intertrial_Mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Mouse.started,Photodiode_2.stopped,Intertrial_Period.stopped,trials_2.Intertrial_Mouse.x,trials_2.Intertrial_Mouse.y,trials_2.Intertrial_Mouse.leftButton,trials_2.Intertrial_Mouse.midButton,trials_2.Intertrial_Mouse.rightButton,trials_2.Intertrial_Mouse.time,BREAK.started,key_resp_5.started,text_3.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004080999875441194,0.009701200062409043,0.003849599976092577,3.9636460000183433,[-0.1525],[0.1825],[1],[0],[0],[3.9588113999925554],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,062672,001,2025-02-03_08h13.31.793,Foreperiod_task,2024.2.4,89.90630862362467,2025-02-03 08h13.38.577213 -0800,
0,0,0,[-0.1525],[0.1825],[1],[0],[0],[2.3617059998214245],[],[],[],[],[],[],,,,0,0,0,0,0,0,0,0,3.972935999976471,,,,,,,,,,,,3.9676280999556184,3.972935999976471,0.0038575001526623964,3.972935999976471,4.173018799861893,5.962308099959046,5.962308099959046,5.962308099959046,5.9735755999572575,6.329935800051317,2,task,0.3617059998214245,[-0.1525],[0.1825],[1],[0],[0],[2.3617059998214245],6.330086699919775,6.339831299846992,7.620011456310749e-05,6.639784900005907,7.740836799843237,[],[],[],[],[],[],,,,,,,,062672,001,2025-02-03_08h13.31.793,Foreperiod_task,2024.2.4,89.90630862362467,2025-02-03 08h13.38.577213 -0800,
0,0,0,,,,,,,,,,,,,space,0.2303607000503689,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.743862400064245,7.7620924999937415,7.7620924999937415,7.99717770004645,space,0.2303607000503689,None,062672,001,2025-02-03_08h13.31.793,Foreperiod_task,2024.2.4,89.90630862362467,2025-02-03 08h13.38.577213 -0800,
0,0,0,[-0.1525],[0.1825],[1],[0],[0],[1.8095005000941455],[],[],[],[],[],[],,,,1,0,1,0,0,0,0,0,8.00652589998208,,,,,,,,,,,,7.997766399988905,8.00652589998208,0.0005619998555630445,8.00652589998208,8.206468699965626,9.351212099893019,9.351212099893019,9.351212099893019,9.362476399866864,9.808158800005913,1.3506906229042424,task,0.4588098771899032,[-0.1525],[0.1825],[1],[0],[0],[1.8095005000941455],9.808370299870148,9.817683500004932,9.930017404258251e-05,10.117583099985495,11.196318399859592,[],[],[],[],[],[],,,,,,,,062672,001,2025-02-03_08h13.31.793,Foreperiod_task,2024.2.4,89.90630862362467,2025-02-03 08h13.38.577213 -0800,
1,0,1,,,,,,,,,,,,,space,0.4994658001232892,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.198258299846202,11.206578999990597,11.206578999990597,11.707689000060782,space,0.4994658001232892,None,062672,001,2025-02-03_08h13.31.793,Foreperiod_task,2024.2.4,89.90630862362467,2025-02-03 08h13.38.577213 -0800,
0,0,0,[-0.1525],[0.1825],[1],[0],[0],[2.3762695998884737],[],[],[],[],[],[],,,,2,0,2,0,0,0,0,0,11.717611900065094,,,,,,,,,,,,11.708160399924964,11.717611900065094,0.00045190006494522095,11.717611900065094,11.917782099917531,13.706803099950776,13.706803099950776,13.706803099950776,13.717872600071132,14.084887499921024,2,task,0.37626959988847375,[-0.1525],[0.1825],[1],[0],[0],[2.3762695998884737],14.085005499888211,14.095018099993467,5.759997293353081e-05,14.395130999851972,15.274192299926654,[],[],[],[],[],[],,,,,,,,062672,001,2025-02-03_08h13.31.793,Foreperiod_task,2024.2.4,89.90630862362467,2025-02-03 08h13.38.577213 -0800,
2,0,2,,,,,,,,,,,,,space,0.678044700063765,None,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.276459999848157,15.2841894000303,15.2841894000303,15.963459599995986,space,0.678044700063765,None,062672,001,2025-02-03_08h13.31.793,Foreperiod_task,2024.2.4,89.90630862362467,2025-02-03 08h13.38.577213 -0800,
0,0,0,[-0.1525],[0.1825],[1],[0],[0],[2.0871517998166382],[],[],[],[],[],[],,,,3,0,3,0,0,0,0,0,15.973090799991041,,,,,,,,,,,,15.964111600071192,15.973090799991041,0.0006223001983016729,15.973090799991041,16.173177199903876,16.46223900001496,16.46223900001496,16.46223900001496,16.473287699976936,18.052491100039333,0.5,task,1.5871517998166382,[-0.1525],[0.1825],[1],[0],[0],[2.0871517998166382],18.052834099857137,18.061882599955425,0.00012919981963932514,18.36138779995963,19.48510819999501,[],[],[],[],[],[],,,,,,,,062672,001,2025-02-03_08h13.31.793,Foreperiod_task,2024.2.4,89.90630862362467,2025-02-03 08h13.38.577213 -0800,
3,0,3,,,,,,,,,,,,,space,0.5570515999570489,None,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.486201799940318,19.495091499993578,19.495091499993578,20.063729899935424,space,0.5570515999570489,None,062672,001,2025-02-03_08h13.31.793,Foreperiod_task,2024.2.4,89.90630862362467,2025-02-03 08h13.38.577213 -0800,
0,0,0,[-0.1525],[0.1825],[1],[0],[0],[1.7203703001141548],[],[],[],[],[],[],,,,4,0,4,0,0,0,0,0,20.073085899930447,,,,,,,,,,,,20.064469799865037,20.073085899930447,0.0007170999888330698,20.073085899930447,20.27313270000741,20.561890000011772,20.561890000011772,20.561890000011772,20.573004300007597,21.78568800003268,0.5,task,1.2203703001141548,[-0.1525],[0.1825],[1],[0],[0],[1.7203703001141548],21.785885900026187,21.795285200001672,9.66999214142561e-05,22.095258199842647,22.996152699925005,[],[],[],[],[],[],,,,,,,,062672,001,2025-02-03_08h13.31.793,Foreperiod_task,2024.2.4,89.90630862362467,2025-02-03 08h13.38.577213 -0800,
