thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Intertrial_Mouse.x,Intertrial_Mouse.y,Intertrial_Mouse.leftButton,Intertrial_Mouse.midButton,Intertrial_Mouse.rightButton,Intertrial_Mouse.time,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Mouse.started,Photodiode_2.stopped,Intertrial_Period.stopped,trials_2.Intertrial_Mouse.x,trials_2.Intertrial_Mouse.y,trials_2.Intertrial_Mouse.leftButton,trials_2.Intertrial_Mouse.midButton,trials_2.Intertrial_Mouse.rightButton,trials_2.Intertrial_Mouse.time,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.002892499789595604,0.019209399819374084,0.0027242000214755535,1.3380851997062564,[0.002777777777777778],[0.1425925925925926],[1],[0],[0],[1.3345286999829113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639139,001,2025-02-28_08h40.07.017,Foreperiod_task,2024.2.1post4,60.105798262004726,2025-02-28 08h40.10.967291 -0800,
0,0,0,[0.003703703703703704],[0.16111111111111112],[1],[0],[0],[4.047704900149256],[],[],[],[],[],[],0,0,0,0,0,0,0,0,1.3529581995680928,,,,,,,,,,,,1.3395106997340918,1.3529581995680928,0.0013105999678373337,1.3529581995680928,1.5524029997177422,1.853057799860835,1.853057799860835,1.853057799860835,1.8697858997620642,5.388186199590564,0.5,task,3.547704900149256,[0.003703703703703704],[0.16111111111111112],[1],[0],[0],[4.047704900149256],5.388506399933249,5.403109599836171,0.00013219984248280525,5.703289499972016,6.770666299853474,[],[],[],[],[],[],,639139,001,2025-02-28_08h40.07.017,Foreperiod_task,2024.2.1post4,60.105798262004726,2025-02-28 08h40.10.967291 -0800,
1,0,1,[0.19444444444444445],[0.27314814814814814],[1],[0],[0],[7.899457999970764],[],[],[],[],[],[],0,0,0,0,1,0,1,0,6.786464300006628,,,,,,,,,,,,6.771008099894971,6.786464300006628,0.00027079973369836807,6.786464300006628,6.986357599962503,8.7698830999434,8.7698830999434,8.7698830999434,8.786433399654925,14.67133569996804,2,task,5.899457999970764,[0.19444444444444445],[0.27314814814814814],[1],[0],[0],[7.899457999970764],14.671652499586344,14.686708699911833,0.00012800004333257675,14.986376199871302,15.90446939971298,[],[],[],[],[],[],,639139,001,2025-02-28_08h40.07.017,Foreperiod_task,2024.2.1post4,60.105798262004726,2025-02-28 08h40.10.967291 -0800,
2,0,2,[0.1388888888888889],[0.2898148148148148],[1],[0],[0],[1.6491327998228371],[],[],[],[],[],[],0,0,0,0,2,0,2,0,15.919958499725908,,,,,,,,,,,,15.904836499597877,15.919958499725908,0.0002460000105202198,15.919958499725908,16.119918399956077,17.21991269988939,17.21991269988939,17.21991269988939,17.236466799862683,17.55477329995483,1.309288270499727,task,0.33984452932311005,[0.1388888888888889],[0.2898148148148148],[1],[0],[0],[1.6491327998228371],17.55504159955308,17.569869400002062,0.00012609967961907387,17.86984629975632,18.77084429981187,[],[],[],[],[],[],,639139,001,2025-02-28_08h40.07.017,Foreperiod_task,2024.2.1post4,60.105798262004726,2025-02-28 08h40.10.967291 -0800,
3,0,3,[0.14074074074074075],[0.2898148148148148],[1],[0],[0],[1.1493896003812551],[],[],[],[],[],[],0,0,0,0,3,0,3,0,18.78653229959309,,,,,,,,,,,,18.771184799727052,18.78653229959309,0.0002500000409781933,18.78653229959309,18.986430299934,,,,,19.921299299690872,2,task,-0.8506103996187449,[0.14074074074074075],[0.2898148148148148],[1],[0],[0],[1.1493896003812551],19.921558499801904,19.935786799993366,0.00011850008741021156,20.23669989965856,21.120241199620068,[],[],[],[],[],[],19.935786799993366,639139,001,2025-02-28_08h40.07.017,Foreperiod_task,2024.2.1post4,60.105798262004726,2025-02-28 08h40.10.967291 -0800,
4,0,4,,,,,,,,,,,,,,,,,4,0,4,0,21.136584099847823,,,,,,,,,,,,21.120456299744546,21.136584099847823,0.00016439985483884811,21.136584099847823,21.336157199926674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
