thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Intertrial_Mouse.x,Intertrial_Mouse.y,Intertrial_Mouse.leftButton,Intertrial_Mouse.midButton,Intertrial_Mouse.rightButton,Intertrial_Mouse.time,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Mouse.started,Photodiode_2.stopped,Intertrial_Period.stopped,trials_2.Intertrial_Mouse.x,trials_2.Intertrial_Mouse.y,trials_2.Intertrial_Mouse.leftButton,trials_2.Intertrial_Mouse.midButton,trials_2.Intertrial_Mouse.rightButton,trials_2.Intertrial_Mouse.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0021292995661497116,0.006491200067102909,0.001914200372993946,0.7803299995139241,[0.07416666666666667],[0.1475],[1],[0],[0],[0.7775849997997284],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bradkeyt,Bradley_test_mouse,2024-11-19_16h25.24.303,Foreperiod_task,2024.2.1post4,59.933210535599066,2024-11-19 16h25.40.481764 -0800,
0,0,0,[0.07416666666666667],[0.1475],[1],[0],[0],[2.288880500011146],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0.7981286998838186,,,,,,,,,,,,0.7925027003511786,0.7981286998838186,0.012071199715137482,0.7981286998838186,1.0124554000794888,2.7807967998087406,2.7807967998087406,2.7807967998087406,2.797503599897027,3.082206600345671,2,normal,0.28888050001114607,[0.07416666666666667],[0.1475],[1],[0],[0],[2.288880500011146],3.0827099001035094,3.097428400069475,0.00034900009632110596,3.397752800025046,4.532497899606824,[],[],[],[],[],[],Bradkeyt,Bradley_test_mouse,2024-11-19_16h25.24.303,Foreperiod_task,2024.2.1post4,59.933210535599066,2024-11-19 16h25.40.481764 -0800,
