thisN,thisTrialN,thisRepN,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.0025898003950715065,0.022104499861598015,0.0024236002936959267,41.17609569989145,[-0.5194444444444445],[-0.019444444444444445],[1],[0],[0],[41.17279400024563],,,,,,,,,,,,,,,,,,,,,,cinthia,001,2024-11-16_14h39.06.681,Foreperiod_task,2024.2.1post4,60.06456938631337,2024-11-16 14h39.14.791523 -0800,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,41.19027439970523,,,,,,,,,,,,41.17702780012041,41.19027439970523,0.0008355006575584412,41.19027439970523,41.19027439970523,41.390646000392735,41.690749200060964,41.690749200060964,41.690749200060964,41.70758519973606,42.17581299971789,0.5,normal,0.4981174999848008,[-0.5194444444444445],[-0.019444444444444445],[1],[0],[0],[0.9981174999848008],42.17618270032108,,,,,,,,
