thisN,thisTrialN,thisRepN,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.026750599965453148,0.04731059994082898,0.026426500058732927,2.271981199970469,[-0.2633333333333333],[0.15],[1],[0],[0],[2.244637699914165],552367,001,2025-01-26_10h51.18.873,Foreperiod_task,2024.2.4,None,2025-01-26 10h51.25.542482 -0800,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
