thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Photodiode_2.stopped,Intertrial_Period.stopped,text.started,BREAK.started,Instructions.started,key_resp_5.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
81,0,81,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.285044800490141],,,,1,0,1,0,81,0,81,0,702.0853329002857,,,,,,,,,,,,702.0694468999282,702.0853329002857,0.00024880003184080124,702.0853329002857,702.0853329002857,702.2854900006205,704.07030950021,704.07030950021,704.07030950021,704.087124099955,704.3552291002125,2,normal,0.2850448004901409,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.285044800490141],704.3556372001767,704.3705756003037,704.6708468999714,705.622320400551,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
82,0,82,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.7999510001391172],,,,1,0,1,0,82,0,82,0,705.6382611002773,,,,,,,,,,,,705.6226062998176,705.6382611002773,0.0003022998571395874,705.6382611002773,705.6382611002773,705.838467400521,706.1220514001325,706.1220514001325,706.1220514001325,706.1386561999097,706.4231905005872,0.5,normal,0.29995100013911724,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.7999510001391172],706.4235179005191,706.4390679998323,706.7390147000551,707.6575442003086,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
83,0,83,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3182426001876593],,,,1,0,1,0,83,0,83,0,707.6734421001747,,,,,,,,,,,,707.657836000435,707.6734421001747,0.0003074994310736656,707.6734421001747,707.6734421001747,707.8736461000517,709.6585713000968,709.6585713000968,709.6585713000968,709.6752727003768,709.9772704998031,2,normal,0.31824260018765926,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3182426001876593],709.9778743004426,709.9923312002793,710.2922446001321,711.4774298006669,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
84,0,84,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.300879000686109],,,,1,0,1,0,84,0,84,0,711.4932337002829,,,,,,,,,,,,711.4777733003721,711.4932337002829,0.0003507006913423538,711.4932337002829,711.4932337002829,711.6933257002383,713.4783386001363,713.4783386001363,713.4783386001363,713.4949254002422,713.7790691005066,2,normal,0.30087900068610907,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.300879000686109],713.7792351003736,713.7952525001019,714.0954025005922,715.1804114002734,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
85,0,85,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3346987003460526],,,,1,0,1,0,85,0,85,0,715.1963669005781,,,,,,,,,,,,715.1806820007041,715.1963669005781,0.0002880999818444252,715.1963669005781,715.1963669005781,715.396643800661,717.181395300664,717.181395300664,717.181395300664,717.1980797005817,717.5160640999675,2,normal,0.33469870034605265,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3346987003460526],717.5164849003777,717.531577100046,717.8316687000915,718.7167491000146,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
86,0,86,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8837414998561144],,,,1,0,1,0,86,0,86,0,718.7327340999618,,,,,,,,,,,,718.7170451004058,718.7327340999618,0.0003045005723834038,718.7327340999618,718.7327340999618,718.9326971005648,719.2165294000879,719.2165294000879,719.2165294000879,719.2331750998273,719.601693100296,0.5,normal,0.3837414998561144,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8837414998561144],719.6021730005741,719.6168285999447,719.9167093001306,720.8013334004208,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
87,0,87,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.402390900067985],,,,1,0,1,0,87,0,87,0,720.8170368000865,,,,,,,,,,,,720.8015767000616,720.8170368000865,0.0002562999725341797,720.8170368000865,720.8170368000865,721.0178127000108,722.8031314006075,722.8031314006075,722.8031314006075,722.818821400404,723.204883900471,2,normal,0.40239090006798506,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.402390900067985],723.2055502003059,723.219813699834,723.5198773005977,724.6384120006114,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
88,0,88,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.384987900033593],,,,1,0,1,0,88,0,88,0,724.6543006999418,,,,,,,,,,,,724.6387098999694,724.6543006999418,0.00032110046595335007,724.6543006999418,724.6543006999418,724.8536326000467,726.6394124003127,726.6394124003127,726.6394124003127,726.655982799828,727.0245687002316,2,normal,0.3849879000335932,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.384987900033593],727.0250118998811,727.0396511005238,727.3397992998362,728.3081216998398,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
89,0,89,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3515014993026853],,,,1,0,1,0,89,0,89,0,728.3241114998236,,,,,,,,,,,,728.3083998998627,728.3241114998236,0.00029430072754621506,728.3241114998236,728.3241114998236,728.5238139005378,730.3091058004647,730.3091058004647,730.3091058004647,730.3255241001025,730.660614900291,2,normal,0.35150149930268526,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3515014993026853],730.6610050005838,730.6758826998994,730.9758895998821,732.344786000438,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
90,0,90,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8000686997547746],,,,1,0,1,0,90,0,90,0,732.3608346004039,,,,,,,,,,,,732.3450854001567,732.3608346004039,0.00030819978564977646,732.3608346004039,732.3608346004039,732.5608648005873,732.8443117002025,732.8443117002025,732.8443117002025,732.8602998005226,733.1458734003827,0.5,normal,0.30006869975477457,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8000686997547746],733.1463941000402,733.1612037001178,733.4616403002292,734.6965517001227,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
91,0,91,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8008031994104385],,,,1,0,1,0,91,0,91,0,734.7125042006373,,,,,,,,,,,,734.6968525005504,734.7125042006373,0.00031930021941661835,734.7125042006373,734.7125042006373,734.91283830069,735.1964311003685,735.1964311003685,735.1964311003685,735.2132117999718,735.4985114000738,0.5,normal,0.30080319941043854,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8008031994104385],735.4989592004567,735.5134530002251,735.813698399812,736.9153607003391,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
92,0,92,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8501452999189496],,,,1,0,1,0,92,0,92,0,736.9312273003161,,,,,,,,,,,,736.9156501004472,736.9312273003161,0.0002973005175590515,736.9312273003161,736.9312273003161,737.131124000065,737.4147992003709,737.4147992003709,737.4147992003709,737.431465100497,737.7667733998969,0.5,normal,0.3501452999189496,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8501452999189496],737.7672030003741,737.7817436000332,738.0821707006544,739.1505689006299,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
93,0,93,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8170457994565368],,,,1,0,1,0,93,0,93,0,739.1663945000619,,,,,,,,,,,,739.1508924998343,739.1663945000619,0.0003303997218608856,739.1663945000619,739.1663945000619,739.366364300251,739.6499140001833,739.6499140001833,739.6499140001833,739.6667132005095,739.9687336003408,0.5,normal,0.31704579945653677,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8170457994565368],739.9690869003534,739.9833589000627,740.2842335999012,741.385093100369,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
94,0,94,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8175290999934077],,,,1,0,1,0,94,0,94,0,741.4014298003167,,,,,,,,,,,,741.385365200229,741.4014298003167,0.00028899963945150375,741.4014298003167,741.4014298003167,741.601645800285,741.8843819005415,741.8843819005415,741.8843819005415,741.9011189006269,742.2036977000535,0.5,normal,0.3175290999934077,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8175290999934077],742.2041245000437,742.2187606999651,742.5189582007006,743.7707879003137,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
95,0,95,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.40161219984293],,,,1,0,1,0,95,0,95,0,743.7866997001693,,,,,,,,,,,,743.7710950002074,743.7866997001693,0.0003241002559661865,743.7866997001693,743.7866997001693,743.9869260005653,745.7717027002946,745.7717027002946,745.7717027002946,745.7884018998593,746.173438699916,2,normal,0.40161219984292984,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.40161219984293],746.1737967003137,746.1892041005194,746.48903430067,747.3736156001687,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
96,0,96,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3679860001429915],,,,1,0,1,0,96,0,96,0,747.3896759999916,,,,,,,,,,,,747.3738625003025,747.3896759999916,0.00026090070605278015,747.3896759999916,747.3896759999916,747.5899255005643,749.3753118002787,749.3753118002787,749.3753118002787,749.3917265003547,749.7426045006141,2,normal,0.36798600014299154,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3679860001429915],749.74302810058,749.7583594005555,750.0587081005797,751.3103571999818,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
97,0,97,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8837446998804808],,,,1,0,1,0,97,0,97,0,751.3263742001727,,,,,,,,,,,,751.3106324002147,751.3263742001727,0.00029589980840682983,751.3263742001727,751.3263742001727,751.5261860005558,751.8101949999109,751.8101949999109,751.8101949999109,751.8268325002864,752.1951961005107,0.5,normal,0.38374469988048077,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8837446998804808],752.1955812005326,752.2104425998405,752.510752200149,753.5788623001426,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
98,0,98,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.368380299769342],,,,1,0,1,0,98,0,98,0,753.5945442998782,,,,,,,,,,,,753.5791469998658,753.5945442998782,0.0003027999773621559,753.5945442998782,753.5945442998782,753.795035100542,755.5800536004826,755.5800536004826,755.5800536004826,755.5966508006677,755.9483741000295,2,normal,0.36838029976934195,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.368380299769342],755.9489576006308,755.963539400138,756.2637977004051,757.2486204002053,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
99,0,99,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3348333993926644],,,,1,0,1,0,99,0,99,0,757.2646770998836,,,,,,,,,,,,757.2488902006298,757.2646770998836,0.0002869991585612297,757.2646770998836,757.2646770998836,757.4646573001519,759.2498361999169,759.2498361999169,759.2498361999169,759.2661570999771,759.5846166005358,2,normal,0.33483339939266443,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3348333993926644],759.5849745003507,759.5998627003282,759.9002622999251,761.2351631000638,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
1,0,1,,,,,,,space,1.1070868000388145,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.2471455000341,761.251134400256,762.2353583006188,763.3544632000849,space,1.1070868000388145,None,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
0,0,0,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.9328770004212856],,,,2,0,2,0,0,0,0,0,763.3695788001642,,,,,,,,,,,,763.3556923000142,763.3695788001642,0.0012104008346796036,763.3695788001642,763.3695788001642,763.5698906006292,764.8209372004494,764.8209372004494,764.8209372004494,764.8376302001998,765.289321700111,1.4657348851853074,surprise,0.46714211523597826,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.9328770004212856],765.2897522002459,765.3046360006556,765.6045444002375,766.7065136004239,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
1,0,1,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3511471999809146],,,,2,0,2,0,1,0,1,0,766.7224417002872,,,,,,,,,,,,766.7068137004972,766.7224417002872,0.00031949952244758606,766.7224417002872,766.7224417002872,766.922580100596,768.7074739998206,768.7074739998206,768.7074739998206,768.7241660002619,769.0586160998791,2,normal,0.3511471999809146,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3511471999809146],769.0589909004048,769.0743972007185,769.3744280999526,770.3096850002185,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
2,0,2,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9669210994616151],,,,2,0,2,0,2,0,2,0,770.325422800146,,,,,,,,,,,,770.3099667998031,770.325422800146,0.00039900001138448715,770.325422800146,770.325422800146,770.5262706000358,770.8092296002433,770.8092296002433,770.8092296002433,770.8261162005365,771.2777535002679,0.5,normal,0.4669210994616151,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9669210994616151],771.278243300505,771.2930490998551,771.59339930024,772.8783338004723,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
3,0,3,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.7345410007983446],,,,2,0,2,0,3,0,3,0,772.8942652000114,,,,,,,,,,,,772.878590900451,772.8942652000114,0.00027089938521385193,772.8942652000114,772.8942652000114,773.0944097004831,774.145351300016,774.145351300016,774.145351300016,774.1620123004541,774.6139596002176,1.2527785712583583,surprise,0.48176242953998627,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.7345410007983446],774.61448749993,774.629087000154,774.9293159004301,775.9141151998192,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
4,0,4,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.300751999951899],,,,2,0,2,0,4,0,4,0,775.930123699829,,,,,,,,,,,,775.9143703002483,775.930123699829,0.0002712998539209366,775.930123699829,775.930123699829,776.1304008997977,776.4139742003754,776.4139742003754,776.4139742003754,776.4305742001161,777.2159640006721,0.5,normal,0.800751999951899,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.300751999951899],777.2165369000286,777.2312960000709,777.5317903002724,778.583102600649,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
5,0,5,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3518448006361723],,,,2,0,2,0,5,0,5,0,778.5990634998307,,,,,,,,,,,,778.5833844002336,778.5990634998307,0.0002969997003674507,778.5990634998307,778.5990634998307,778.79922430031,780.5841049998999,780.5841049998999,780.5841049998999,780.6007198998705,780.9359950004146,2,normal,0.3518448006361723,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3518448006361723],780.9365920005366,780.9510034006089,781.251147900708,782.2030439004302,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
6,0,6,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8837703000754118],,,,2,0,2,0,6,0,6,0,782.2186791999266,,,,,,,,,,,,782.2033019000664,782.2186791999266,0.00027529988437891006,782.2186791999266,782.2186791999266,782.4188529001549,782.7026207000017,782.7026207000017,782.7026207000017,782.7192192003131,783.0878329006955,0.5,normal,0.3837703000754118,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8837703000754118],783.0883257007226,783.102847199887,783.4030365003273,784.321034300141,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
7,0,7,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3191655995324254],,,,2,0,2,0,7,0,7,0,784.337170000188,,,,,,,,,,,,784.3212895002216,784.337170000188,0.0002725999802350998,784.337170000188,784.337170000188,784.5372104998678,786.3221695004031,786.3221695004031,786.3221695004031,786.3388799000531,786.6412525000051,2,normal,0.3191655995324254,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3191655995324254],786.6417203005403,786.6558889001608,786.9559767004102,788.1908381003886,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
8,0,8,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9337416002526879],,,,2,0,2,0,8,0,8,0,788.207294200547,,,,,,,,,,,,788.191156600602,788.207294200547,0.00028350017964839935,788.207294200547,788.207294200547,788.407198600471,788.6908578006551,788.6908578006551,788.6908578006551,788.7073531998321,789.1255939006805,0.5,normal,0.43374160025268793,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9337416002526879],789.1260288003832,789.1409792006016,789.441700800322,790.5263927998021,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
9,0,9,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.368274800479412],,,,2,0,2,0,9,0,9,0,790.5423201005906,,,,,,,,,,,,790.5266641005874,790.5423201005906,0.00028659962117671967,790.5423201005906,790.5423201005906,790.7427496006712,792.5273895999417,792.5273895999417,792.5273895999417,792.5440870001912,792.8956615002826,2,normal,0.3682748004794121,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.368274800479412],792.8961048005149,792.9109965004027,793.2115780999884,794.3627995001152,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
10,0,10,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.333955300040543],,,,2,0,2,0,10,0,10,0,794.3788564000279,,,,,,,,,,,,794.3630750998855,794.3788564000279,0.00029560085386037827,794.3788564000279,794.3788564000279,794.5789956999943,796.3633257001638,796.3633257001638,796.3633257001638,796.3799756998196,796.6974667003378,2,normal,0.3339553000405431,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.333955300040543],796.6976741002873,796.7135359998792,797.013638600707,798.2993485005572,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
11,0,11,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8005101000890136],,,,2,0,2,0,11,0,11,0,798.3154342006892,,,,,,,,,,,,798.2996263001114,798.3154342006892,0.00029450003057718277,798.3154342006892,798.3154342006892,798.5155886001885,798.7992064002901,798.7992064002901,798.7992064002901,798.8160193003714,799.1008704006672,0.5,normal,0.3005101000890136,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8005101000890136],799.1012516999617,799.116092200391,799.4164466001093,800.685189800337,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
12,0,12,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9001372996717691],,,,2,0,2,0,12,0,12,0,800.7006774004549,,,,,,,,,,,,800.68545010034,800.7006774004549,0.0002667997032403946,800.7006774004549,800.7006774004549,800.9009019006044,801.2010539006442,801.2010539006442,801.2010539006442,801.2179370000958,801.5863549001515,0.5,normal,0.40013729967176914,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9001372996717691],801.5867361007258,801.601709799841,801.9017310999334,802.9531273003668,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
13,0,13,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9338491000235081],,,,2,0,2,0,13,0,13,0,802.969387200661,,,,,,,,,,,,802.9533807998523,802.969387200661,0.00026899948716163635,802.969387200661,802.969387200661,803.1694660000503,803.453070900403,803.453070900403,803.453070900403,803.4697884004563,803.8883624998853,0.5,normal,0.43384910002350807,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9338491000235081],803.8887443998829,803.9034569002688,804.2037014998496,805.2887880001217,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
14,0,14,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.4684645999222994],,,,2,0,2,0,14,0,14,0,805.3046935005113,,,,,,,,,,,,805.2890972997993,805.3046935005113,0.0003173006698489189,805.3046935005113,805.3046935005113,805.5047495001927,807.2896089004353,807.2896089004353,807.2896089004353,807.306466200389,807.7581966007128,2,normal,0.4684645999222994,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.4684645999222994],807.7585383001715,807.7739802002907,808.072994700633,809.1587156001478,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
15,0,15,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.4009745996445417],,,,2,0,2,0,15,0,15,0,809.17446010001,,,,,,,,,,,,809.1589649002999,809.17446010001,0.00026640016585588455,809.17446010001,809.17446010001,809.3746733004227,811.1594993006438,811.1594993006438,811.1594993006438,811.1762404004112,811.5607174001634,2,normal,0.40097459964454174,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.4009745996445417],811.5610555000603,811.5765305003151,811.8768266001716,813.0945316003636,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
16,0,16,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9503976004198194],,,,2,0,2,0,16,0,16,0,813.1110709002241,,,,,,,,,,,,813.0947357006371,813.1110709002241,0.00021540001034736633,813.1110709002241,813.1110709002241,813.3113746000454,813.5948756998405,813.5948756998405,813.5948756998405,813.6115455003455,814.0458458000794,0.5,normal,0.45039760041981936,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9503976004198194],814.0462525999174,814.0624007005244,814.362256700173,815.5304693002254,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
17,0,17,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.5010521998628974],,,,2,0,2,0,17,0,17,0,815.5464800000191,,,,,,,,,,,,815.5307354005054,815.5464800000191,0.00028229970484972,815.5464800000191,815.5464800000191,815.7466395003721,816.7306697005406,816.7306697005406,816.7306697005406,816.7477943003178,817.0326474001631,1.1854616451199091,surprise,0.31559055474298825,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.5010521998628974],817.0331300003454,817.0477541005239,817.3480347003788,818.6165828006342,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
18,0,18,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.467352400533855],,,,2,0,2,0,18,0,18,0,818.6324342004955,,,,,,,,,,,,818.6168675003573,818.6324342004955,0.0002982998266816139,818.6324342004955,818.6324342004955,818.8326483005658,819.7499131998047,819.7499131998047,819.7499131998047,819.7665691003203,820.0849748002365,1.132110690606612,surprise,0.3352417099272429,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.467352400533855],820.0853505004197,820.100224500522,820.4004553006962,821.6355915004387,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
