thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Photodiode_2.stopped,Intertrial_Period.stopped,BREAK.started,Instructions.started,key_resp_5.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,0,9,[-0.06296296296296296],[0.15833333333333333],[1],[0],[0],[0.8503617001697421],,,,0,0,0,0,9,0,9,0,39.328956900164485,,,,,,,,,,,,39.313276699744165,39.328956900164485,0.00029330048710107803,39.328956900164485,39.328956900164485,39.52938359975815,39.812795700505376,39.812795700505376,39.812795700505376,39.82961620017886,40.1644665999338,0.5,normal,0.3503617001697421,[-0.06296296296296296],[0.15833333333333333],[1],[0],[0],[0.8503617001697421],40.164893300272524,40.17970249988139,40.479919800534844,41.53176419995725,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
10,0,10,[-0.06296296296296296],[0.15925925925925927],[1],[0],[0],[2.284217200241983],,,,0,0,0,0,10,0,10,0,41.54753510002047,,,,,,,,,,,,41.53207700047642,41.54753510002047,0.00032220035791397095,41.54753510002047,41.54753510002047,41.74769650027156,43.53245330043137,43.53245330043137,43.53245330043137,43.549084399826825,43.81706690043211,2,normal,0.28421720024198294,[-0.06296296296296296],[0.15925925925925927],[1],[0],[0],[2.284217200241983],43.81753380037844,43.83271600026637,44.13287790026516,45.33473709970713,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
11,0,11,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[0.8671164996922016],,,,0,0,0,0,11,0,11,0,45.34993200004101,,,,,,,,,,,,45.334989700466394,45.34993200004101,0.00026659946888685226,45.34993200004101,45.34993200004101,45.550762499682605,45.83440130017698,45.83440130017698,45.83440130017698,45.8510627001524,46.20296320039779,0.5,normal,0.3671164996922016,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[0.8671164996922016],46.20349910017103,46.21806939970702,46.51827879995108,47.65338500030339,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
12,0,12,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[2.2847533002495766],,,,0,0,0,0,12,0,12,0,47.66934860032052,,,,,,,,,,,,47.65365660004318,47.66934860032052,0.0002851998433470726,47.66934860032052,47.66934860032052,47.869351900182664,49.65421110019088,49.65421110019088,49.65421110019088,49.67095370031893,49.93921970017254,2,normal,0.28475330024957657,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[2.2847533002495766],49.93964600004256,49.95445080008358,50.25471260026097,51.206212599761784,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
13,0,13,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[0.8332569999620318],,,,0,0,0,0,13,0,13,0,51.22212219983339,,,,,,,,,,,,51.20649920031428,51.22212219983339,0.0003002006560564041,51.22212219983339,51.22212219983339,51.42237920034677,51.705951699987054,51.705951699987054,51.705951699987054,51.722670200280845,52.04053690005094,0.5,normal,0.33325699996203184,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[0.8332569999620318],52.04090410005301,52.05626649968326,52.35570830013603,53.60809850040823,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
14,0,14,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[1.6843731999397278],,,,0,0,0,0,14,0,14,0,53.624243300408125,,,,,,,,,,,,53.60835270024836,53.624243300408125,0.0002725999802350998,53.624243300408125,53.624243300408125,53.82443909998983,54.97533799987286,54.97533799987286,54.97533799987286,54.99200899992138,55.29337320011109,1.358868258492484,surprise,0.32550494144724373,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[1.6843731999397278],55.29369509965181,55.308944100514054,55.60912930034101,56.69432060047984,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
15,0,15,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[0.8497713003307581],,,,0,0,0,0,15,0,15,0,56.710254199802876,,,,,,,,,,,,56.69460480008274,56.710254199802876,0.0003004996106028557,56.710254199802876,56.710254199802876,56.91038900054991,57.19382110051811,57.19382110051811,57.19382110051811,57.21061149984598,57.545171099714935,0.5,normal,0.3497713003307581,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[0.8497713003307581],57.54560390021652,57.5610111001879,57.861041200347245,58.812705900520086,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
16,0,16,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[1.6003032997250557],,,,0,0,0,0,16,0,16,0,58.82844679988921,,,,,,,,,,,,58.81295119971037,58.82844679988921,0.0002598995342850685,58.82844679988921,58.82844679988921,59.0286763003096,60.1128708999604,60.1128708999604,60.1128708999604,60.129554300569,60.413938499987125,1.2931228847365148,surprise,0.3071804149885409,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[1.6003032997250557],60.414404899813235,60.429886800237,60.73018010053784,61.96506869979203,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
17,0,17,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[0.9009656999260187],,,,0,0,0,0,17,0,17,0,61.98104969970882,,,,,,,,,,,,61.96536049991846,61.98104969970882,0.0003081001341342926,61.98104969970882,61.98104969970882,62.18135329987854,62.46484899986535,62.46484899986535,62.46484899986535,62.481550600379705,62.8671490997076,0.5,normal,0.4009656999260187,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[0.9009656999260187],62.867602000012994,62.88194810040295,63.18241859972477,64.26736699976027,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
18,0,18,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[2.284257300198078],,,,0,0,0,0,18,0,18,0,64.28311100043356,,,,,,,,,,,,64.26766979973763,64.28311100043356,0.00031880009919404984,64.28311100043356,64.28311100043356,64.483258000575,66.26804600004107,66.26804600004107,66.26804600004107,66.28479889966547,66.55270159989595,2,normal,0.28425730019807816,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[2.284257300198078],66.55324089992791,66.56827170029283,66.86835039965808,67.80357960052788,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
19,0,19,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[0.9171338006854057],,,,0,0,0,0,19,0,19,0,67.81941669993103,,,,,,,,,,,,67.80391149967909,67.81941669993103,0.00034479983150959015,67.81941669993103,67.81941669993103,68.01946630049497,68.30309170018882,68.30309170018882,68.30309170018882,68.31976480036974,68.72195000015199,0.5,normal,0.41713380068540573,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[0.9171338006854057],68.72249220032245,68.73688310012221,69.03717629984021,70.05507109966129,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
20,0,20,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[2.2683241004124284],,,,0,0,0,0,20,0,20,0,70.07119720056653,,,,,,,,,,,,70.05534160044044,70.07119720056653,0.0002899002283811569,70.07119720056653,70.07119720056653,70.27129069995135,72.0561651000753,72.0561651000753,72.0561651000753,72.07289739977568,72.32442490011454,2,normal,0.2683241004124284,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[2.2683241004124284],72.32493219990283,72.33979680016637,72.64004210010171,73.8752904003486,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
21,0,21,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[2.2846758998930454],,,,0,0,0,0,21,0,21,0,73.89118309970945,,,,,,,,,,,,73.87558349967003,73.89118309970945,0.0003068000078201294,73.89118309970945,73.89118309970945,74.09122090041637,75.87602009996772,75.87602009996772,75.87602009996772,75.89280700031668,76.16107730008662,2,normal,0.2846758998930454,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[2.2846758998930454],76.16163950040936,76.17632979992777,76.47591929975897,77.37797349970788,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
22,0,22,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[1.4844799004495144],,,,0,0,0,0,22,0,22,0,77.39396619983017,,,,,,,,,,,,77.37825240008533,77.39396619983017,0.00029700063169002533,77.39396619983017,77.39396619983017,77.59424469992518,78.56164139974862,78.56164139974862,78.56164139974862,78.57836879976094,78.86370529979467,1.1700854337564914,surprise,0.31439446669302296,[-0.06296296296296296],[0.16203703703703703],[1],[0],[0],[1.4844799004495144],78.86423910036683,78.87865830026567,79.17899459972978,80.29711209982634,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
23,0,23,[-0.062037037037037036],[0.16296296296296298],[1],[0],[0],[0.8170584999024868],,,,0,0,0,0,23,0,23,0,80.31310820020735,,,,,,,,,,,,80.29738910030574,80.31310820020735,0.00029239989817142487,80.31310820020735,80.31310820020735,80.51319990027696,80.79692120011896,80.79692120011896,80.79692120011896,80.81345560029149,81.11516019981354,0.5,normal,0.3170584999024868,[-0.062037037037037036],[0.16296296296296298],[1],[0],[0],[0.8170584999024868],81.11573300044984,81.13032240048051,81.43070400040597,82.64807759970427,,,,,,,,,,Bradley_Zn,001,2024-11-13_10h31.09.822,Foreperiod_task,2024.2.1post4,60.01579622195129,2024-11-13 10h31.20.448948 -0800,
