thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,PLUS_FP.stopped,polygon.started,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Period.stopped,Photodiode_2.stopped,BREAK.started,Instructions.started,key_resp_5.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
38,0,38,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[1.734337699599564],,,,1,0,1,0,38,0,38,0,448.542579700239,,,,,,,,,,,,448.5268949000165,448.542579700239,0.000268399715423584,448.542579700239,449.91027920041233,449.91027920041233,450.26185599993914,1.3843127959476649,surprise,0.3500249036518992,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[1.734337699599564],450.26226430013776,450.2773871999234,451.7460532998666,451.66191910021007,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
39,0,39,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[0.9342284994199872],,,,1,0,1,0,39,0,39,0,451.76187019981444,,,,,,,,,,,,451.74636140000075,451.76187019981444,0.0003407001495361328,451.76187019981444,452.24581690039486,452.24581690039486,452.6816122001037,0.5,normal,0.4342284994199872,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[0.9342284994199872],452.6821721000597,452.69603720027953,454.3477284004912,453.19642420019954,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
40,0,40,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.3187108002603054],,,,1,0,1,0,40,0,40,0,454.36453170049936,,,,,,,,,,,,454.3480000998825,454.36453170049936,0.00030609965324401855,454.36453170049936,456.34906680043787,456.34906680043787,456.6675901999697,2,normal,0.3187108002603054,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.3187108002603054],456.66815039981157,456.68268540035933,458.01794230006635,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
41,0,41,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.3179680993780494],,,,1,0,1,0,41,0,41,0,458.03402910009027,,,,,,,,,,,,458.01823229994625,458.03402910009027,0.00029709935188293457,458.03402910009027,460.01895069982857,460.01895069982857,460.3368254005909,2,normal,0.3179680993780494,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.3179680993780494],460.337233800441,460.35215689986944,461.9871308999136,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
42,0,42,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[0.917900400236249],,,,1,0,1,0,42,0,42,0,462.0033868998289,,,,,,,,,,,,461.9873691005632,462.0033868998289,0.0002496996894478798,462.0033868998289,462.4875782998279,462.4875782998279,462.90590630006045,0.5,normal,0.41790040023624897,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[0.917900400236249],462.90631830040365,462.9211955005303,464.17313120048493,463.4207036998123,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
43,0,43,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.902142300270498],,,,1,0,1,0,43,0,43,0,464.18904499989003,,,,,,,,,,,,464.1733595998958,464.18904499989003,0.00023449957370758057,464.18904499989003,466.17397500015795,466.17397500015795,467.07628819998354,2,normal,0.9021423002704978,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.902142300270498],467.07680180016905,467.09142010007054,468.276509700343,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
44,0,44,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.3018461000174284],,,,1,0,1,0,44,0,44,0,468.2924142004922,,,,,,,,,,,,468.2767892004922,468.2924142004922,0.00028930045664310455,468.2924142004922,470.2773980004713,470.2773980004713,470.57945520058274,2,normal,0.3018461000174284,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.3018461000174284],470.5800296999514,470.5943248998374,472.1126867001876,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
45,0,45,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[1.7513530999422073],,,,1,0,1,0,45,0,45,0,472.12873170059174,,,,,,,,,,,,472.11293030064553,472.12873170059174,0.0002494007349014282,472.12873170059174,473.5799775002524,473.5799775002524,473.86505440063775,1.4543070932651037,surprise,0.2970460066771037,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[1.7513530999422073],473.86557180061936,473.8803457003087,475.19878930039704,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
46,0,46,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.351183000020683],,,,1,0,1,0,46,0,46,0,475.2147380998358,,,,,,,,,,,,475.19907729979604,475.2147380998358,0.000299699604511261,475.2147380998358,477.19994689989835,477.19994689989835,477.55108890030533,2,normal,0.3511830000206828,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.351183000020683],477.551517800428,477.5663907006383,478.8185477005318,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
47,0,47,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.3014563005417585],,,,1,0,1,0,47,0,47,0,478.8345509003848,,,,,,,,,,,,478.8188249003142,478.8345509003848,0.00028400029987096786,478.8345509003848,480.8193468004465,480.8193468004465,481.1209679003805,2,normal,0.30145630054175854,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.3014563005417585],481.12131329998374,481.13658769987524,482.6885775998235,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
48,0,48,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.401587899774313],,,,1,0,1,0,48,0,48,0,482.7043484002352,,,,,,,,,,,,482.68885190039873,482.7043484002352,0.0002821004018187523,482.7043484002352,484.6893579000607,484.6893579000607,485.0912667000666,2,normal,0.401587899774313,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.401587899774313],485.09178839996457,485.10633260011673,486.32502240035683,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
49,0,49,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.351924399845302],,,,1,0,1,0,49,0,49,0,486.34072559978813,,,,,,,,,,,,486.32533590029925,486.34072559978813,0.0003133993595838547,486.34072559978813,488.3256951998919,488.3256951998919,488.67812569998205,2,normal,0.3519243998453021,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.351924399845302],488.6785324001685,488.69267100002617,489.91116760019213,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
50,0,50,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.318475699983537],,,,1,0,1,0,50,0,50,0,489.9270448004827,,,,,,,,,,,,489.9114605002105,489.9270448004827,0.000299699604511261,489.9270448004827,491.9121022997424,491.9121022997424,492.2310985000804,2,normal,0.3184756999835372,[0.012037037037037037],[0.13796296296296295],[1],[0],[0],[2.318475699983537],492.2316847005859,492.2458627000451,493.64743220061064,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
51,0,51,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[2.3682409999892116],,,,1,0,1,0,51,0,51,0,493.6634649997577,,,,,,,,,,,,493.6477100998163,493.6634649997577,0.0002854997292160988,493.6634649997577,495.6485294997692,495.6485294997692,496.01665720064193,2,normal,0.36824099998921156,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[2.3682409999892116],496.01709240023047,496.03205410018563,497.5005541006103,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
52,0,52,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[2.4848242001608014],,,,1,0,1,0,52,0,52,0,497.5167001998052,,,,,,,,,,,,497.5008147004992,497.5167001998052,0.0002685999497771263,497.5167001998052,499.50174139998853,499.50174139998853,499.98642810061574,2,normal,0.4848242001608014,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[2.4848242001608014],499.98683900013566,500.0019960999489,501.5206979997456,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
53,0,53,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[0.8170110005885363],,,,1,0,1,0,53,0,53,0,501.5365573000163,,,,,,,,,,,,501.52098110038787,501.5365573000163,0.0002899998798966408,501.5365573000163,502.02034679986537,502.02034679986537,502.3389340005815,0.5,normal,0.31701100058853626,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[0.8170110005885363],502.33942100033164,502.3539810003713,503.8392633004114,502.85416270047426,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
54,0,54,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[0.9495174000039697],,,,1,0,1,0,54,0,54,0,503.85533070005476,,,,,,,,,,,,503.83952300064266,503.85533070005476,0.0002703005447983742,503.85533070005476,504.3390456000343,504.3390456000343,504.7898484999314,0.5,normal,0.44951740000396967,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[0.9495174000039697],504.79025899991393,504.80640850029886,506.0910069998354,505.30650340020657,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
55,0,55,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[2.3021287992596626],,,,1,0,1,0,55,0,55,0,506.1070782998577,,,,,,,,,,,,506.0913209002465,506.1070782998577,0.0003240993246436119,506.1070782998577,508.0920387003571,508.0920387003571,508.3941715005785,2,normal,0.30212879925966263,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[2.3021287992596626],508.3945612004027,508.4091830002144,509.99448760040104,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
56,0,56,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[2.28502899967134],,,,1,0,1,0,56,0,56,0,510.01029659993947,,,,,,,,,,,,509.99476560018957,510.01029659993947,0.0002859998494386673,510.01029659993947,511.9954594997689,511.9954594997689,512.2805952997878,2,normal,0.28502899967134,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[2.28502899967134],512.2812339002267,512.2955614998937,513.8645128998905,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
57,0,57,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[1.584133199416101],,,,1,0,1,0,57,0,57,0,513.8804195998237,,,,,,,,,,,,513.8648259006441,513.8804195998237,0.0003212001174688339,513.8804195998237,515.0979487998411,515.0979487998411,515.4497129004449,1.228261284855046,surprise,0.35587191456105494,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[1.584133199416101],515.4501692000777,515.4649756997824,516.832472300157,516.6988738998771,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
58,0,58,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[0.9352743001654744],,,,1,0,1,0,58,0,58,0,516.8487383006141,,,,,,,,,,,,516.8325720997527,516.8487383006141,9.8399817943573e-05,516.8487383006141,517.333469199948,517.333469199948,517.7685820003971,0.5,normal,0.4352743001654744,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[0.9352743001654744],517.7690563006327,517.7835813006386,519.2855877997354,518.2840176001191,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
59,0,59,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[2.2838677000254393],,,,1,0,1,0,59,0,59,0,519.3016039002687,,,,,,,,,,,,519.2858667997643,519.3016039002687,0.0002870000898838043,519.3016039002687,521.2862748000771,521.2862748000771,521.5703031998128,2,normal,0.28386770002543926,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[2.2838677000254393],521.5705927005038,521.5868565002456,522.871983599849,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
60,0,60,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[2.3014882998540998],,,,1,0,1,0,60,0,60,0,522.8877683002502,,,,,,,,,,,,522.8722668001428,522.8877683002502,0.00029159989207983017,522.8877683002502,524.8728392999619,524.8728392999619,525.1745343003422,2,normal,0.30148829985409975,[0.009259259259259259],[0.13796296296296295],[1],[0],[0],[2.3014882998540998],525.1751273004338,525.1898982999846,526.607389700599,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
61,0,61,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[1.0182103998959064],,,,1,0,1,0,61,0,61,0,526.624166100286,,,,,,,,,,,,526.6075857002288,526.624166100286,0.00019919965416193008,526.624166100286,527.108480900526,527.108480900526,527.6265153000131,0.5,normal,0.5182103998959064,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[1.0182103998959064],527.6268874006346,527.6416506003588,529.2270018002018,528.1423041000962,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
62,0,62,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.3354112999513745],,,,1,0,1,0,62,0,62,0,529.2430052002892,,,,,,,,,,,,529.2272911006585,529.2430052002892,0.00029770005494356155,529.2430052002892,531.228074000217,531.228074000217,531.5636633997783,2,normal,0.33541129995137453,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.3354112999513745],531.5641635004431,531.5784897003323,532.7969963997602,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
63,0,63,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[0.8338990993797779],,,,1,0,1,0,63,0,63,0,532.8127624997869,,,,,,,,,,,,532.7973233005032,532.8127624997869,0.0003216993063688278,532.8127624997869,533.296449800022,533.296449800022,533.6320134997368,0.5,normal,0.3338990993797779,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[0.8338990993797779],533.6324092000723,533.6467514997348,535.2156378999352,534.1471568997949,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
64,0,64,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.4012272004038095],,,,1,0,1,0,64,0,64,0,535.2314768005162,,,,,,,,,,,,535.2158959005028,535.2314768005162,0.00026610027998685837,535.2314768005162,537.216424100101,537.216424100101,537.6177551997826,2,normal,0.40122720040380955,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.4012272004038095],537.6180702997372,537.6333606997505,539.1346028000116,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
65,0,65,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.3521301997825503],,,,1,0,1,0,65,0,65,0,539.1508526001126,,,,,,,,,,,,539.1347011001781,539.1508526001126,9.990017861127853e-05,539.1508526001126,541.1363172000274,541.1363172000274,541.4874069998041,2,normal,0.35213019978255033,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.3521301997825503],541.4877093005925,541.503396300599,543.1386580998078,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
66,0,66,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.2685821000486612],,,,1,0,1,0,66,0,66,0,543.1546601997688,,,,,,,,,,,,543.1389166004956,543.1546601997688,0.00026530027389526367,543.1546601997688,545.1397469006479,545.1397469006479,545.4082995001227,2,normal,0.26858210004866123,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.2685821000486612],545.4087926000357,545.4234814001247,546.8418894000351,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
67,0,67,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.3182450998574495],,,,1,0,1,0,67,0,67,0,546.857823099941,,,,,,,,,,,,546.8422225005925,546.857823099941,0.0003318004310131073,546.857823099941,548.8428004002199,548.8428004002199,549.1611719001085,2,normal,0.31824509985744953,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.3182450998574495],549.1615495998412,549.1760474005714,550.6950889006257,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
68,0,68,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.3180598001927137],,,,1,0,1,0,68,0,68,0,550.7111248001456,,,,,,,,,,,,550.6953730005771,550.7111248001456,0.00030750036239624023,550.7111248001456,552.6960797002539,552.6960797002539,553.0141387004405,2,normal,0.31805980019271374,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.3180598001927137],553.0144837005064,553.0291030006483,554.6484507005662,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
69,0,69,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[0.9836433995515108],,,,1,0,1,0,69,0,69,0,554.6635765004903,,,,,,,,,,,,554.6487619997934,554.6635765004903,0.0003177998587489128,554.6635765004903,555.148032899946,555.148032899946,555.633054099977,0.5,normal,0.4836433995515108,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[0.9836433995515108],555.6334738004953,555.6484090005979,556.9504642002285,556.1489951005206,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
70,0,70,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.3849690994247794],,,,1,0,1,0,70,0,70,0,556.9661985002458,,,,,,,,,,,,556.9507443998009,556.9661985002458,0.00028849951922893524,556.9661985002458,558.9510936997831,558.9510936997831,559.3365307999775,2,normal,0.3849690994247794,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.3849690994247794],559.3369844006374,559.3513762997463,560.8202178003266,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
71,0,71,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[0.9009659998118877],,,,1,0,1,0,71,0,71,0,560.8360115000978,,,,,,,,,,,,560.8205417003483,560.8360115000978,0.0003276001662015915,560.8360115000978,561.3198108999059,561.3198108999059,561.7225871998817,0.5,normal,0.40096599981188774,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[0.9009659998118877],561.722998900339,561.7364146001637,562.9883940005675,562.2372852005064,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
72,0,72,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.284961000084877],,,,1,0,1,0,72,0,72,0,563.0044048000127,,,,,,,,,,,,562.9886460006237,563.0044048000127,0.0002582995221018791,563.0044048000127,564.9894620999694,564.9894620999694,565.2743926998228,2,normal,0.284961000084877,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[2.284961000084877],565.2746924003586,565.2896158006042,566.5582093000412,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
73,0,73,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[0.8335341000929475],,,,1,0,1,0,73,0,73,0,566.5740585001186,,,,,,,,,,,,566.5585110997781,566.5740585001186,0.0003081001341342926,566.5740585001186,567.0579387005419,567.0579387005419,567.3928984999657,0.5,normal,0.3335341000929475,[0.009259259259259259],[0.14537037037037037],[1],[0],[0],[0.8335341000929475],567.3933864003047,567.40821230039,569.010288500227,567.9084681998938,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
